state_index,seqid,band,intra_seqnum,extra_seqnum,intra_focus_mm,extra_focus_mm,group_id,pointing_twin_seqid,rtp_deg,ra_deg,dec_deg,mjd,altitude_deg,azimuth_deg,zenith_deg,airmass,seeing,dof_norm,dof_stratum,alt_stratum,rtp_stratum,n_detectors,detector_ids,detector_names,author_config,author_config_sha256,dof_json,source_block
182,1282,i,365,366,-1.5,1.5,2026-07-15T23:02:22.531,7282,-53.449608,240.608788,-55.659634,61236.959983,55.750135,147.503841,34.249865,1.205871,1.075006,0.314331,0,2,0,21,0;14;26;31;40;46;57;64;79;84;95;103;108;125;129;139;146;161;167;179;186,R01_S00;R02_S12;R03_S22;R10_S11;R11_S11;R12_S01;R13_S10;R14_S01;R20_S21;R21_S10;R22_S12;R23_S11;R24_S00;R30_S22;R31_S10;R32_S11;R33_S02;R34_S22;R41_S12;R42_S22;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1282/1282.yaml,a799957753ef7ff4a0fbc5f91a47b1b3172a3ba526ad99cdb7a7d5ea32c96aed,"[0.0184176343394559,0.0124440956506924,0.0029921895572759,0.0032032518550581,0.0017322975465024,-0.0024889518272835,0.0114925544044731,0.0130439149886547,-0.0291769647439569,-0.0081501182749012,-0.1082555177880691,-0.0887260854057977,-0.0753848337926601,0.0036025453650874,0.0275452718788529,0.0687830654961326,0.0947146212656708,-0.0588485011833759,-0.0435091908360021,0.0188501662807894,0.0094835187638667,-0.0089844854677544,0.0091542071085689,0.0014211083922552,0.0848133105645095,-0.0081295248669573,-0.0069813644299253,0.0362037560356902,0.0101636185739529,0.0460593734935811,-0.0646158511036763,-0.0558763176402188,-0.0335606331704476,0.0270937669827533,0.0807605900690733,-0.0845971387114397,-0.0021876094455215,0.0664101890522349,0.0214599666713967,-0.0224477072790721,-0.061586243286297,-0.0056442976793087,-0.0005494039754283,0.0338976807264701,-0.0363974622365738,-0.0049106954871988,-0.013277812732438,-0.0609580769265686,0.0366941772860621,-0.026903633644306]",new_v2
183,1300,i,367,368,-1.5,1.5,2035-02-28T05:27:43.258,7300,47.333034,170.552632,6.399306,64386.227584,53.512282,3.26885,36.487718,1.246787,0.613072,1.12854,3,1,3,21,8;11;22;35;36;51;58;63;73;88;95;107;108;122;131;141;152;156;170;171;187,R01_S22;R02_S02;R03_S11;R10_S22;R11_S00;R12_S20;R13_S11;R14_S00;R20_S01;R21_S21;R22_S12;R23_S22;R24_S00;R30_S12;R31_S12;R32_S20;R33_S22;R34_S10;R41_S22;R42_S00;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1300/1300.yaml,7e6c6a1e2e1981238482d5b97f5949c3216f4ee7665a89c6dfd97f801c10a2c3,"[0.3451007449300499,-0.1434532899021955,0.2927036207237304,-0.3337363187839171,0.0572518381357117,-0.1045350017776391,-0.0449091038128694,0.1169389310681203,-0.1421369931217093,-0.1880843376164893,0.1545202979196661,-0.0121359109271935,-0.0944804311709925,0.1345870453453676,0.1369923270285224,-0.1560708391077766,0.2000479131476409,0.1475521220629732,0.184946932710841,-0.1455538849818052,0.0764022132084086,-0.0188379043539781,-0.0273987624895184,-0.2027253537148337,-0.2014442042201557,-0.0106084411029885,-0.0798298898508978,-0.164853928231262,-0.0263941068411727,0.1352365562534924,-0.0612777759877822,0.1554830168535195,0.2493971527542915,-0.2585601889188162,-0.1005738083689817,0.0987760387418606,-0.2835645830301526,0.07730619644946,-0.229540662716809,0.2805988377043693,0.1394643487248991,0.1738393755862589,-0.1380460210636356,0.1014255611533933,0.10106934394115,0.0266962488827374,-0.030493717437784,-0.1073230931383159,0.0106691489866868,-0.0398948846346901]",new_v2
184,1327,i,369,370,-1.5,1.5,2032-08-12T09:39:42.739,7327,50.973752,54.563029,-25.521025,63456.402578,72.262758,78.92005,17.737242,1.048255,0.861066,0.325744,0,3,4,21,0;12;20;30;36;46;62;67;80;89;95;104;114;125;127;140;149;154;168;178;186,R01_S00;R02_S10;R03_S02;R10_S10;R11_S00;R12_S01;R13_S22;R14_S11;R20_S22;R21_S22;R22_S12;R23_S12;R24_S20;R30_S22;R31_S01;R32_S12;R33_S12;R34_S01;R41_S20;R42_S21;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1327/1327.yaml,d39f098d7d38e68c3a2ec97c97e6c30ffd4fd5cbf41763b8e93e25deb33fba0b,"[0.0142573087304212,-0.0343528582113489,-0.0204237546385228,0.0066981768833278,0.0088790207018146,0.0559217059365669,-0.048668966030557,-0.0121758580923326,0.0267768824347283,-0.0180056819466841,-0.0356085382537167,-0.0617977991998687,0.0615076949334993,-0.012516387302979,0.0688309080673119,0.00838812573113,-0.0229552656109231,-0.0496930458913184,-0.0801458622251055,0.0048136257797516,-0.0729155108008824,-0.0114085615658567,-0.0032697438204577,0.0313636243484086,0.0876282763847591,0.0728312363281582,0.0694935213271238,-0.0490758377799766,-0.0058196126284269,0.0386203895416459,-0.0658990849828747,0.0132015418508551,0.0054254774361516,-0.0405702211312306,0.0533152775937075,0.016486114978316,-0.0396790498952432,0.0510285907249557,-0.0068710354480533,0.0032603906754794,0.0203428503850786,-0.0157615524152941,-0.004359612232225,-0.0223476528922163,0.0575514841459748,-0.0163573562388565,0.0071167141538732,-0.1053593373181462,0.0767016946052208,-0.1034239828808998]",new_v2
185,1344,i,371,372,-1.5,1.5,2034-04-07T02:18:23.126,7344,-4.641792,173.953611,10.683952,64059.096101,46.757874,21.972984,43.242126,1.374021,1.176218,1.27482,4,1,2,21,6;15;20;33;44;46;57;68;73;83;93;103;110;123;134;138;144;158;167;173;182,R01_S20;R02_S20;R03_S02;R10_S20;R11_S22;R12_S01;R13_S10;R14_S12;R20_S01;R21_S02;R22_S10;R23_S11;R24_S02;R30_S20;R31_S22;R32_S10;R33_S00;R34_S12;R41_S12;R42_S02;R43_S02,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1344/1344.yaml,820c5573e67a5f9e4d652ee4e9dad7c4ca8a78330c10526ed4465a8853e9a899,"[-0.1689755423460008,-0.0134249553112275,-0.0936113372608196,0.0900695574581189,0.3343723103403297,-0.129766408599122,0.0150231301799708,-0.0915219176873099,0.0350197532770629,-0.0166805818862074,-0.223202326010267,0.0272700344019975,0.2959415092464708,0.051833434484369,-0.2330171415473929,5.2733067419663376e-05,0.2896920470629582,-0.0509431945360721,0.0954234812319896,-0.2000196663272304,-0.0295630749206455,-0.2896635228784953,-0.3265557352885899,0.1218319128760097,-0.1282218842237523,0.1053570024738769,0.0407830258155199,-0.1809642873768095,0.0964993629340377,-0.1815323905101921,0.0728107782132153,0.1391647546168113,-0.3776147718342101,-0.3501121522546754,-0.0879749839173031,0.1461949431251316,-0.2880972063962791,0.2269627031988383,0.1569191029494906,0.0694535196220039,0.2109417913019571,-0.2408121021817634,-0.3583613604764935,-0.0099125586074272,0.185158106226802,-0.0352278153050979,-0.1683594581347822,-0.1272070212478234,0.0006461683781341,-0.0748168215107264]",new_v2
186,1348,i,373,374,-1.5,1.5,2030-01-13T08:29:32.208,7348,15.619567,163.485082,10.549327,62514.353845,49.022503,351.553509,40.977497,1.329047,0.574435,1.04247,2,1,2,21,3;14;22;31;38;46;55;71;80;83;95;99;116;125;127;136;151;157;168;177;183,R01_S10;R02_S12;R03_S11;R10_S11;R11_S02;R12_S01;R13_S01;R14_S22;R20_S22;R21_S02;R22_S12;R23_S00;R24_S22;R30_S22;R31_S01;R32_S01;R33_S21;R34_S11;R41_S20;R42_S20;R43_S10,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1348/1348.yaml,0d71fab9d7964b0f05d290a73ff7da9520d802ea3228aa720d2be90a8e2235b1,"[0.2577843921255634,-0.1042214244608349,0.1831938130067488,-0.0185538140319558,0.2506535978752264,0.1064961880603274,-0.1422155370342917,0.220176784278623,-0.1295183120782085,-0.083929538923364,0.0492701752869282,-0.12047207300536,-0.0807687513025382,0.1686567726853461,0.1467962990598363,0.210827321330574,-0.1155249892694643,-0.2095633265550658,-0.0922809665914895,-0.0891921124211767,-0.344585663250726,0.1378133091922185,0.1208654682711073,-0.0182538406765332,-0.0939642900643926,0.0725192426274485,-0.1454609215757834,-0.0179441422469275,0.0939307674308154,0.2115831973007765,-0.2402204831523111,0.094392092393973,0.0419677103669977,0.0856182708934707,0.2382828521093517,0.0654129855119099,-0.0908967325510568,0.2284485750967458,0.0413809019422453,-0.1929162313263893,0.1883041398942472,0.1088707733062252,0.2134856917141577,0.0990808457692103,0.0677416920045586,0.0391322354467229,-0.1270660941330537,0.0101752809369218,0.1188573569418044,0.003563287132957]",new_v2
187,1370,i,375,376,-1.5,1.5,2035-01-27T08:06:54.950,7370,21.239698,130.026511,-27.1245,64354.338136,48.970376,262.094278,41.029624,1.332771,0.385401,2.979359,4,1,3,21,1;17;25;33;40;45;56;65;76;81;91;106;115;118;128;136;152;154;169;173;185,R01_S01;R02_S22;R03_S21;R10_S20;R11_S11;R12_S00;R13_S02;R14_S02;R20_S11;R21_S00;R22_S01;R23_S21;R24_S21;R30_S01;R31_S02;R32_S01;R33_S22;R34_S01;R41_S21;R42_S02;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1370/1370.yaml,66412aa6458fc94a4cc1270c081d3e4f184885cad27adb2f7cffaf6776d5f6a2,"[0.192579028020624,0.1504342302144737,1.0264020024877636,-0.0373834154368907,0.3603864211932303,0.5617571985238052,0.5658257747530944,0.4698077168912938,-0.2699995719862084,0.5749465511918953,0.9223954247669884,-0.3405411483777018,0.2773401092959568,-0.0294458480195634,-0.7195884615862879,-0.0084973753171149,-0.3479762626227403,-0.2789347194595338,-0.0713530525199427,0.2164197396629519,-0.0470665719421504,0.3287495574274493,0.3364273553595289,0.3517285109270253,-0.3140492661115264,0.2042502884937495,-0.4729679906454853,0.1283954892498599,-0.1285276882451173,0.2626219924154583,-0.0079480802884176,1.1426271363674978,-1.106418522090426,-0.3179231161478735,0.2814148946755276,-0.0651007084562223,-0.064469154437676,0.0660220275720855,0.4152493361984134,-0.0933899688906773,0.3438095353309011,-0.1043539878682635,0.603170988802367,0.3123236224521801,-0.3041151338776536,-0.0599317736808474,0.367223221755424,-0.0361566144718723,-0.003614661240311,-0.1378124612824893]",new_v2
188,1377,i,377,378,-1.5,1.5,2033-12-18T06:58:42.355,7377,-69.54042,86.641017,-12.455207,63949.290768,53.825015,291.993161,36.174985,1.243692,0.410619,0.997797,2,1,0,21,5;17;25;30;44;45;56;70;80;89;92;100;112;121;128;140;144;156;168;172;186,R01_S12;R02_S22;R03_S21;R10_S10;R11_S22;R12_S00;R13_S02;R14_S21;R20_S22;R21_S22;R22_S02;R23_S01;R24_S11;R30_S11;R31_S02;R32_S12;R33_S00;R34_S10;R41_S20;R42_S01;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1377/1377.yaml,8cba640c1f7ddd1016746078f900b7b556041935c5263b7e8619583dd4f2bc04,"[0.0590667904412226,0.0004390534134782,0.081450442703306,-0.2075126919315521,0.0670683611038876,-0.1634609425193498,0.1674679500602838,0.0268975463361255,-0.2184886642014851,0.0709908188636435,0.2634827539857993,0.2991733860520389,-0.2350102750075236,-0.1247212166692108,0.0493736745442641,-0.1868813943452817,0.1867356364638998,-0.0279857273299967,0.0041112672638318,0.1420714105201972,-0.052827774734208,0.219205361521013,0.0625064535609696,0.0389049570553722,-0.2893554351246633,-0.2145739386738411,-0.1109213610973953,-0.136012797572182,-0.00441351816187,-0.0359446646993437,0.0348384917250646,-0.0862515166307874,-0.1492267559750527,-0.0465525044857922,-0.2722370678359103,-0.0951048172411091,-0.208844288687698,0.0059671834517486,0.0675183697094693,0.0258132131552244,-0.1915554185349628,-0.0098861679761454,0.0506839481590735,0.1165236500387538,0.1678213212021152,0.0408844819172531,0.0540429203698286,-0.1853238196529167,0.058402958307629,-0.0015546251116381]",new_v2
189,1387,i,379,380,-1.5,1.5,2032-03-14T05:56:03.523,7387,43.862284,179.771181,-52.761839,63305.247263,66.049569,195.662642,23.950431,1.093658,0.863823,0.285851,0,3,3,21,2;10;26;35;36;53;58;67;74;84;92;106;108;123;129;137;147;156;170;174;181,R01_S02;R02_S01;R03_S22;R10_S22;R11_S00;R12_S22;R13_S11;R14_S11;R20_S02;R21_S10;R22_S02;R23_S21;R24_S00;R30_S20;R31_S10;R32_S02;R33_S10;R34_S10;R41_S22;R42_S10;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1387/1387.yaml,c3e9283a852d40fe8209dc517fb8ec4cd440cfba35c78140840b278d9092d8bc,"[0.030025841207925,0.0016812710950531,-0.0333961283904515,0.02960875108769,0.006549148867717,0.0074715322746848,-0.0181053783378725,-0.0097976204443251,-0.0084610961676534,0.0139668958914749,-0.0074351973382112,-0.0158872536549079,0.0536190369857603,-0.0564033084574899,0.0841739796069853,0.0849268030818437,-0.0212522087964636,0.0409273832004702,-0.0424970620877988,0.0658381464781933,-0.0420573637330257,-0.0222748543798999,-0.0336258281908542,0.0019765738170309,0.021641949210115,0.0896389407131347,0.0761753206004084,-0.0117385237243895,0.0101490067188941,0.006289749544428,-0.0183719324934053,-0.0240323805508947,-0.0096844200702006,0.0064716552192775,-0.0180939363349961,-0.0295831389105251,0.0146470828296477,-0.0248121012793731,0.0120743685922375,0.0213151961948727,0.0647077793237764,-0.0071608647808958,-0.026690404013741,-0.0311143827234328,-0.0112774508775866,0.0015154466407747,-0.0068443055752737,0.071475238132534,0.0121477979421535,-0.1267854575370466]",new_v2
190,1419,i,381,382,-1.5,1.5,2029-05-19T23:20:33.590,7419,-12.287998,210.074808,-24.034911,62275.972611,42.735677,96.139456,47.264323,1.477288,0.71101,1.244342,3,0,1,21,8;11;18;32;44;49;59;67;80;87;95;101;114;120;130;141;146;160;169;172;185,R01_S22;R02_S02;R03_S00;R10_S12;R11_S22;R12_S11;R13_S12;R14_S11;R20_S22;R21_S20;R22_S12;R23_S02;R24_S20;R30_S10;R31_S11;R32_S20;R33_S02;R34_S21;R41_S21;R42_S01;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1419/1419.yaml,2cc4836cf0e97458fb59b6180cbed78ab421f77b3b29e59281c0db258a574968,"[-0.1034565121389247,-0.0739808871689583,-0.0138445839383705,0.0269140047921679,0.1019330695767911,0.1044441372378846,-0.1587134573351308,-0.034026457615246,0.015804548662541,-0.0400742250098363,0.0690950378303724,0.1885766422891581,0.6772540091291435,-0.0031559426657384,-0.0961327011642075,0.2627396601342495,0.0178274436409232,-0.0567747813413355,-0.0145516654183523,-0.0532490308541808,-0.0342618136407753,-0.0773263337107539,0.0751857764134201,-0.1906001962498049,-0.0696191568142702,-0.1342963542475641,0.0710566644469114,0.1020791435491177,0.0128530359892321,-0.2624185708479538,0.0851111860900985,0.0644780014278394,0.0562637308154184,-0.0449109676608012,-0.6011935802862046,0.0168975619749484,-0.231329082205159,0.2041318245799433,-0.034756552435834,0.0155200314719386,0.0249174093484908,0.2176849371574743,-0.0127482922094819,-0.092158565698546,-0.1710376736525827,0.059736850840651,-0.0394881710515452,-0.3828482411986404,-0.1373322521887895,-0.0999144397816755]",new_v2
191,1429,i,383,384,-1.5,1.5,2033-08-02T09:33:55.584,7429,32.348841,334.170442,-17.382583,63811.39856,43.332234,274.534202,46.667766,1.454619,1.03378,2.041771,4,0,3,21,8;10;18;34;40;47;54;68;78;87;93;99;116;125;130;138;149;153;166;178;181,R01_S22;R02_S01;R03_S00;R10_S21;R11_S11;R12_S02;R13_S00;R14_S12;R20_S20;R21_S20;R22_S10;R23_S00;R24_S22;R30_S22;R31_S11;R32_S10;R33_S12;R34_S00;R41_S11;R42_S21;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1429/1429.yaml,e4053ae31c602deca7dc4d5b6bbab8b69da35ff999ff1e9f9e92da92c8b19276,"[-0.3165039595044932,-0.2216311780476678,-0.033101438750682,-0.2502369317781415,-0.3485454920202601,-0.442366367443781,-0.2091693992785403,-0.2341605729693371,0.0918332802580785,-0.4829762116767147,0.032195985886482,0.1190168842114487,0.1347786740362366,0.1751014317085802,-0.3827172248066329,0.3051901731013424,-0.2126697296049683,0.3513348600811635,0.2657542296200371,0.0684508864762369,-0.2635396728258209,0.2720168963916181,-0.6798065430634953,-0.1832608543268544,-0.0155614197300188,-0.5192446008165131,0.2103765423150095,0.0271996680378637,0.0602460426715566,0.5155989322925517,-0.3606755286982438,0.0965495176413715,-0.4802885487245507,-0.2794883990416073,0.3548847231475565,-0.2233105851944224,-0.0878995950517479,0.0883033245348139,-0.3498408135362911,0.0897008061339336,-0.0546671581619121,-0.1024497760624802,-0.7921548705384495,-0.1865269987655733,0.0045662248409668,-0.0653777163781057,-0.2017480336748883,0.1029953678929378,0.154474895285976,0.0450515308034215]",new_v2
192,1432,i,385,386,-1.5,1.5,2031-06-23T23:34:10.589,7432,-55.003826,187.154388,-6.363208,63040.982067,65.360623,342.696418,24.639377,1.102622,0.98515,1.002292,2,3,0,21,5;11;25;34;36;53;61;64;72;87;90;106;115;120;131;135;144;153;170;176;182,R01_S12;R02_S02;R03_S21;R10_S21;R11_S00;R12_S22;R13_S21;R14_S01;R20_S00;R21_S20;R22_S00;R23_S21;R24_S21;R30_S10;R31_S12;R32_S00;R33_S00;R34_S00;R41_S22;R42_S12;R43_S02,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1432/1432.yaml,8f45a0e5c53cc00bc7122d2c61767e3a072c8291500bdda0fe1b275701aaa95c,"[-0.0280488722729877,-0.022355459734238,-0.1070584986075688,0.0948352165205449,0.0241595850218016,0.0140301686265865,-0.0179025505676304,-0.1666400155676178,0.1936697351745656,-0.0100647016040992,-0.2159505691825567,-0.5234955985181107,-0.1394262743972015,-0.0395577656171761,0.0299159382609259,0.2187132566424119,-0.1357929400548137,0.0539991934902088,0.0131063791646744,-0.0758596957060227,0.0763951613741128,-0.3498183619219059,-0.0126820519492847,-0.0831008149003887,0.246711118835316,-0.2010296251663195,0.1463008040332643,0.1655482617764163,-0.0257935646810445,0.0373200532501165,0.1151117077000448,0.0247091434830099,0.0319258006374055,0.0854232078623683,0.1847621567230113,0.0213670982786334,0.1870665034278225,0.0762533415386278,-0.0267184260221708,-0.1021798082877432,0.0200801057727105,0.0754339698975702,-0.1156985256001477,-0.1676950101489722,-0.1442568114853708,0.0520073606985378,0.0819561187850947,0.1058512518768142,0.0338824907168117,-0.1110194729319758]",new_v2
193,1445,i,387,388,-1.5,1.5,2033-07-30T23:15:20.390,7445,35.447253,251.487073,-53.941779,63808.968986,60.120035,149.874495,29.879965,1.149661,1.045392,0.63145,1,2,3,21,6;17;19;28;44;45;62;66;79;81;91;103;110;124;133;143;145;160;170;174;187,R01_S20;R02_S22;R03_S01;R10_S01;R11_S22;R12_S00;R13_S22;R14_S10;R20_S21;R21_S00;R22_S01;R23_S11;R24_S02;R30_S21;R31_S21;R32_S22;R33_S01;R34_S21;R41_S22;R42_S10;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1445/1445.yaml,a5a12b997a1dc612a5e1d652ad32750d58d683c904cd07b30463efbbb522fddb,"[0.035375381363002,0.046277290670596,0.0549533142150548,-0.1521520610162433,-0.0720376986268548,-0.0268118009317566,-0.0658795265174297,-0.0485728154576137,-0.0655896602567362,0.0469609266324671,-0.0193225085493948,-0.0223364636714718,-0.1058645671611634,0.0464011398408437,-0.0956802474390744,0.1506413425431899,0.0893554636812423,-0.0902067940519036,-0.1060463317708594,-0.0909738270050346,-0.0002940142315381,0.1473886994026699,-0.0344391796297761,0.0086484627365706,-0.1892984974479594,-0.0681128747551015,0.0855678546571209,0.0730267118713628,-0.0439527554206188,-0.0879250065623352,0.0363804711856688,0.1260930187772423,0.015090722401942,0.0058628378169669,0.1225725799823875,-0.058855407534987,-0.2450028498736736,0.0687299708610295,0.1563514114430495,0.1113062964002083,-0.0041462492383321,0.0302410179010982,-0.1004623692655671,-0.0882257236674114,-0.0167249597761943,-0.0126912356308511,0.0689267309510814,-0.130229982034894,-0.0622047421365367,0.0128116063204816]",new_v2
194,1456,i,389,390,-1.5,1.5,2033-01-24T06:07:16.666,7456,21.45779,120.689971,-7.704854,63621.255054,58.345056,310.242522,31.654944,1.179067,0.707148,1.390858,4,2,3,21,4;16;18;35;38;47;55;63;75;84;98;105;115;122;128;137;152;156;170;171;187,R01_S11;R02_S21;R03_S00;R10_S22;R11_S02;R12_S02;R13_S01;R14_S00;R20_S10;R21_S10;R22_S22;R23_S20;R24_S21;R30_S12;R31_S02;R32_S02;R33_S22;R34_S10;R41_S22;R42_S00;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1456/1456.yaml,96e9acc5afef482a00fd2b25abbc954a87be985f444be83ac4b59f28707eb575,"[0.0286688688093902,0.0599305959251285,0.278761787597247,0.4196619014863952,-0.2241920961078806,0.0630746378954409,0.2090848055496868,0.2707358502473306,-0.0870679629199325,-0.0930413333996399,-0.1854378818871894,0.1624818349346316,-0.0110053340899915,-0.119890043287032,0.0967773378192951,0.0010589962327066,0.0849164029659579,0.1047483397385398,-0.0627137549650768,-0.1686696888441409,-0.3653704751524824,-0.4402234320132979,-0.0642030018708466,0.1210898528536499,-0.1099140709798332,0.3290978125477796,-0.0998671560058538,-0.0340806482993915,-0.0264754235385721,-0.2366135580617072,0.2656284543563497,0.0361831579154567,-0.2665953246578471,0.1515182439435296,0.4290792750920077,-0.1234929594541892,0.1805461212832065,-0.2260879357113796,-0.0404749439324302,-0.3505232534108164,0.4490381292682963,-0.1004446287462418,-0.1160270728461051,0.0018852660779829,-0.0026911996372787,0.0214213754034971,0.0700805793685972,0.1069224435388278,-0.061098461329774,-0.0067969515620441]",new_v2
195,1469,i,391,392,-1.5,1.5,2025-08-25T00:15:58.694,7469,40.972222,319.395841,-61.276183,60912.011096,43.734006,147.732394,46.265994,1.441748,1.400996,0.276472,0,0,4,21,7;9;26;33;44;51;54;64;77;81;94;102;111;121;126;139;148;161;166;172;180,R01_S21;R02_S00;R03_S22;R10_S20;R11_S22;R12_S20;R13_S00;R14_S01;R20_S12;R21_S00;R22_S11;R23_S10;R24_S10;R30_S11;R31_S00;R32_S11;R33_S11;R34_S22;R41_S11;R42_S01;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1469/1469.yaml,1e1972410d7aa7a59a1251b0321567b70590bd54cc0e112f6b7eca75909f0001,"[0.0062273538125241,-0.0329786879881106,0.0097106054921114,0.0476849172010519,0.02339289850797,0.0443405336244248,-0.0292933824631101,-0.0203643041074795,0.0061331845344733,0.0471932428641432,-0.0117270458541358,-0.0130585144590501,-0.0472266321569273,0.0249406616916257,0.0021300334524019,0.0567079192980371,0.0088982874615751,-0.0226141026084081,-0.0156458669790241,0.0613043806032745,0.028858238965682,-0.0264542490424484,0.0495421812454915,0.0126106555785999,-0.0348186493271698,-0.0275057685131912,0.0050683172253994,0.0572132096409055,0.0276804708254797,0.031434306481894,0.0088637254872496,-0.0045846933134802,0.0280907350002992,0.0545034772925981,0.0796440721055561,-0.0152511962693946,0.0623158876039043,-0.0112267531747859,0.009719682578127,0.0096161361566854,0.0569021322042671,0.0378061655812713,0.0150261712577262,-0.0472376656871065,-0.0906598659774003,0.0207825516287406,-0.0205196714851924,-0.0599019535241311,0.0001224578088167,-0.1016493029122842]",new_v2
