state_index,seqid,band,intra_seqnum,extra_seqnum,intra_focus_mm,extra_focus_mm,group_id,pointing_twin_seqid,rtp_deg,ra_deg,dec_deg,mjd,altitude_deg,azimuth_deg,zenith_deg,airmass,seeing,dof_norm,dof_stratum,alt_stratum,rtp_stratum,n_detectors,detector_ids,detector_names,author_config,author_config_sha256,dof_json,source_block
626,6905,i,1253,1254,-1.5,1.5,2032-04-20T04:29:36.759,905,71.824675,210.231084,13.589097,63342.187231,46.053682,7.231877,43.946318,1.391918,1.512901,1.076908,2,1,4,21,5;12;26;30;43;53;58;63;76;87;90;105;109;121;129;137;144;154;163;178;186,R01_S12;R02_S10;R03_S22;R10_S10;R11_S21;R12_S22;R13_S11;R14_S00;R20_S11;R21_S20;R22_S00;R23_S20;R24_S01;R30_S11;R31_S10;R32_S02;R33_S00;R34_S01;R41_S01;R42_S21;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6905/6905.yaml,c7e7638c1325dac2d1e578108d657b33674b698fe43f8d2ecb7cedd6c53c720a,"[0.089617882070218,-0.137093390353919,-0.0012433852275901,0.086226860975774,0.200272458059718,0.0917902793827599,-0.2517835638613884,-0.071731739118575,-0.2991935594150318,-0.1633893946017566,-0.1113019592679033,-0.1996201945073219,-0.1304785893626319,-0.1392730329698419,-0.0319814439644363,-0.0260136773635046,-0.1290133735580191,-0.1336941816945744,0.0980169499443901,0.0329530237188871,-0.2502341861448742,0.3071303027316915,0.2094845752471551,-0.1803041978149476,-0.1942640709301646,-0.1180702955953726,0.0671198487042234,-0.0161558912698548,0.0381515336851022,0.1201217265168805,-0.3339859917678907,0.048592115024716,0.042487427973975,0.140606150725996,0.1583260847646831,0.2269356405180956,0.0307118279333044,0.2413385021326767,-0.035650361802386,0.0333818152460366,0.0753782035059726,0.2879370632687372,0.2389149987525069,-0.0770096999304359,0.0342897445251007,0.0991237746822342,-0.0976546920855885,0.0034616796261314,0.0165253332924769,-0.0699750764180849]",new_v2
627,6907,i,1255,1256,-1.5,1.5,2032-02-22T00:28:18.538,907,-62.296306,20.160415,-18.933433,63284.019659,28.584587,263.878227,61.415413,2.108119,1.199097,1.127299,3,0,0,21,8;16;18;28;36;53;58;70;72;82;90;101;114;117;128;138;146;160;162;176;188,R01_S22;R02_S21;R03_S00;R10_S01;R11_S00;R12_S22;R13_S11;R14_S21;R20_S00;R21_S01;R22_S00;R23_S02;R24_S20;R30_S00;R31_S02;R32_S10;R33_S02;R34_S21;R41_S00;R42_S12;R43_S22,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6907/6907.yaml,c6c610c53af81dc6a4f4c88bd6f055eb0e741278661db3ddc4c58274886eb367,"[-0.103801609412626,-0.0035657284186914,-0.3899444906012353,0.3023454466041063,-0.1035063138265034,-0.0338837540633392,-0.0834053184703253,-0.1425982018642586,0.2673259147068863,0.1441930187263298,-0.3284221011836896,0.1646906869519333,0.1813998712721692,0.0093957606235039,-0.2077989160515364,-0.1502316221758408,-0.0218731976269911,0.1576760425160643,-0.1876200270779074,-0.0009810484549001,0.0876774360611055,-0.1006758065397674,-0.162109653526658,0.0694580640067039,0.0877054202932199,0.0520718653601276,0.2346354376669446,0.0418313466341955,0.0602007382050365,-0.324606463249683,0.150472337800875,0.1359578761361121,-0.2462213729649552,-0.0439251948573787,-0.070103906840932,0.2249092656728022,-0.0049655081361884,-0.0290801767166524,-0.0506894812528714,0.012302811550067,-0.0776223911824144,-0.2632141001655804,-0.1726136189228775,-0.1783572458588783,-0.0845551479732417,-0.0404174431398353,-0.1209711736491806,-0.1507475441915041,-0.1032696183502752,-0.0961751392432301]",new_v2
628,6938,i,1257,1258,-1.5,1.5,2028-05-04T06:01:16.205,938,-52.951009,284.192586,-24.012509,61895.250882,51.960288,91.040501,38.039712,1.263507,0.387773,1.750403,4,1,0,21,5;17;23;34;38;53;54;70;73;82;91;105;109;119;127;142;149;153;167;176;187,R01_S12;R02_S22;R03_S12;R10_S21;R11_S02;R12_S22;R13_S00;R14_S21;R20_S01;R21_S01;R22_S01;R23_S20;R24_S01;R30_S02;R31_S01;R32_S21;R33_S12;R34_S00;R41_S12;R42_S12;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6938/6938.yaml,f14ec144abb018d65798f80cf1fc74eb634375ed80f746dc641ed138cf776761,"[-0.2510897379373287,0.4651225620613947,0.2557453921902765,-0.1550512720900087,-0.5099496824133133,-0.2115570671111984,0.2799009991909597,0.3009192420232633,-0.3777222559185646,-0.1221223914678757,0.1682339278790938,0.3016770741349027,-0.1351619283847092,-0.1429318100810934,-0.0128859027251261,-0.1884286690383475,-0.2407106469446982,0.0615472636365843,-0.0358426619225274,0.2988953300591963,-0.305910362116617,0.004396735157075,-0.1615921265532963,-0.1803588448840829,-0.3718321353591954,-0.0628958489682309,-0.0636777265715608,-0.247630080334986,-0.0463811800538733,0.0674282291044078,-0.1722673314122204,0.490689868257178,-0.0743242858241934,0.0492487511357258,-0.6701016786530789,-0.2793826320954775,-0.4632432353897904,-0.1946733368764982,-0.0194539079551947,-0.1136658584742528,-0.1776493972607107,0.1305072068705307,-0.3127698482576684,0.0611611554679556,0.3400886478780521,0.0346395685463687,0.030562265950181,-0.0979579225972614,0.001835431850921,-0.0488932383199588]",new_v2
629,6953,i,1259,1260,-1.5,1.5,2035-03-17T00:32:03.783,953,-41.950273,83.79795,-20.863771,64403.022266,63.544302,284.287881,26.455698,1.119881,0.844016,0.352067,1,3,1,21,7;13;26;32;39;52;58;71;79;88;93;104;116;117;128;136;150;158;169;171;185,R01_S21;R02_S11;R03_S22;R10_S12;R11_S10;R12_S21;R13_S11;R14_S22;R20_S21;R21_S21;R22_S10;R23_S12;R24_S22;R30_S00;R31_S02;R32_S01;R33_S20;R34_S12;R41_S21;R42_S00;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6953/6953.yaml,60e1ac3a6e3534672a73145bd3208c61ba553f4c2401bfc098bd20a72d3e04c0,"[0.03623328192782,-0.0061454243022862,0.044144283953835,-0.0123144706850704,-0.0174411289620456,0.0451974166916542,0.0220796322221514,-0.0542868562841025,-0.0634108950969591,-0.0084413927811618,0.0292362307852209,-0.0222144792200048,-0.1192240569533824,0.0024148680103375,0.0797366138413434,0.0633227042186396,-0.1085016916162023,0.0226860691725405,-0.0413084541537539,-0.0236053667269558,0.0098710372508118,0.083448316040032,0.0054000315172695,0.0556645330387598,-0.070864337534235,0.0498745770645174,-0.0258270010674571,0.0269345571826208,0.0091095460595902,-0.0227444588841811,-0.0006727812635208,-0.0108163877243423,-0.0006517798203169,0.0060657782607911,0.098553494423925,0.0615016751617663,-0.1143851823950739,0.0380704298051109,-0.0086483616739269,0.0236984172258923,0.0453980825329427,-0.0588759067740512,0.002937292686527,0.0244800746968258,-0.0459196351461561,0.0370171453123518,0.0326326337376549,-0.090615125171157,-0.0012494757440461,-0.0523194372539652]",new_v2
630,6966,i,1261,1262,-1.5,1.5,2028-08-13T23:43:48.086,966,7.517652,233.859721,-3.056588,61996.988751,59.891555,331.450109,30.108445,1.158785,0.885895,1.190892,3,2,3,21,0;10;18;34;37;52;57;69;78;85;95;106;112;120;133;135;150;154;162;177;186,R01_S00;R02_S01;R03_S00;R10_S21;R11_S01;R12_S21;R13_S10;R14_S20;R20_S20;R21_S11;R22_S12;R23_S21;R24_S11;R30_S10;R31_S21;R32_S00;R33_S20;R34_S01;R41_S00;R42_S20;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6966/6966.yaml,31fdfeba1a4240ef0c2b52fda93dc79c1532cce59e00d18c0652071875882796,"[-0.0488693260302332,-0.1030253978568608,-0.1941447833308698,-0.0620012996654314,0.1707921893781013,-0.1758467822116796,-0.1360677768360931,-0.2328978420545937,-0.0414693942545811,0.2147295253393545,0.1640283337069837,-0.2191759266517993,-0.118796978976566,0.046234355371751,0.0867125428292135,0.1342460788484346,0.1239928084783005,0.0075303287619816,0.2131667403589597,-0.0426106999147128,0.410999074587506,0.3502932828471029,0.0446163327448353,-0.200185946767688,0.1364952233861939,-0.0291722565697613,0.0429750001273885,0.0466613780115427,0.1269588258132039,0.2082193744018586,-0.1230008891977099,0.0243022757338895,0.2477818037999265,-0.1050172246991955,-0.047443871328069,0.0917988727854699,-0.2147278032909286,0.3057890489725789,-0.1711291469038024,0.414689044972011,-0.1544017941602276,0.2178004200609347,0.0663318108617643,0.0268642638427379,-0.0819905181436904,0.0397608620449936,-0.2205869641247044,-0.088785821925625,0.0717813128851957,0.0288452295556046]",new_v2
631,6984,i,1263,1264,-1.5,1.5,2026-09-20T07:22:18.538,984,48.447247,35.882253,-5.316665,61303.307159,64.813298,353.413083,25.186702,1.104302,0.450241,1.129263,3,3,3,21,3;16;22;28;41;47;61;67;77;81;91;104;110;120;126;135;148;154;165;176;185,R01_S10;R02_S21;R03_S11;R10_S01;R11_S12;R12_S02;R13_S21;R14_S11;R20_S12;R21_S00;R22_S01;R23_S12;R24_S02;R30_S10;R31_S00;R32_S00;R33_S11;R34_S01;R41_S10;R42_S12;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6984/6984.yaml,faab0081f15283eb88f45360825a1a41c229167b6f141bc42a6b8e539a7d4b32,"[0.1109162912058989,0.1901956360300751,0.1515420221545215,-0.08139061004057,-0.2630276969096559,-0.2416753533234483,0.1313048856621508,0.2231110027034094,-0.141848493600212,-0.2842282797126167,-0.0202862360914315,-0.0537422676531499,0.257042246518494,0.0152446721977086,0.0150614595415776,0.3037856306295383,-0.0822748341050379,0.2159987237924939,-0.0633717762341854,-0.1108452485852188,0.0867373360978235,-0.3732097746168629,-0.0508796039264371,0.1596383106869471,-0.0529174339523184,0.0197668942154172,0.0273180444400609,-0.153998938665997,-0.0922107743974698,-0.1206250473481076,0.2194789381089172,0.2687871623947878,-0.0906637471868256,-0.1179446615740752,0.2601575919569323,-0.1935257609996239,-0.1488101526669338,-0.0983967871661093,-0.1431111890210092,0.0875860386381521,0.1330013683838763,-0.1832006890000019,-0.0874338206181411,-0.0260395657704988,0.0921275963515643,-0.024312543583847,0.132114702575335,-0.1954441034135662,-0.0849418608782755,-0.0709898979712083]",new_v2
632,6987,i,1265,1266,-1.5,1.5,2035-04-27T03:49:05.203,987,-35.223411,165.0542,-37.431493,64444.159088,59.422092,246.270555,30.577908,1.165309,0.607457,0.298578,0,2,1,21,2;10;22;30;43;53;60;65;79;82;90;103;115;118;131;138;147;157;170;172;187,R01_S02;R02_S01;R03_S11;R10_S10;R11_S21;R12_S22;R13_S20;R14_S02;R20_S21;R21_S01;R22_S00;R23_S11;R24_S21;R30_S01;R31_S12;R32_S10;R33_S10;R34_S11;R41_S22;R42_S01;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6987/6987.yaml,493d3c9b1f30e7d2d9ab2a151b33a9353c1489e96bb2c4cd7fad7fa4683d8a7a,"[0.0352749624970453,0.0086714950523245,0.0573452105687931,-0.0199266485808,0.0053295356240828,0.0008670080383768,0.009651646124276,0.0392228850008379,-0.0577474506264287,-0.0369591777661453,-0.0505469685802285,0.0141536205260194,-0.0017027197413388,-0.0621906993401798,0.1431023560845365,-0.1049822861459307,-0.024594466493277,-0.0268603989177456,0.04477667026521,0.0368585198157151,-0.0287943437489655,0.0132081422933731,0.0055447825690353,0.0027149055720098,0.0320123632744772,0.0501842077306514,-0.0013608418519915,-0.0561749414228183,0.0075365643686195,0.0003334612428271,0.0023462676844486,-0.0593788091964558,-0.0043117309453899,-0.0551460850692985,-0.0162536998131719,0.0004384948104251,0.0036336551214633,0.0060783149969364,0.0264405665923268,0.0010366290943865,-0.0117722505511421,-0.0106448781276335,0.0180346410818626,0.0451679203335411,0.0637569995944381,0.0111836901697258,0.0028075901552309,0.1061119851512135,0.0318312852010145,-0.0217708339662034]",new_v2
633,6990,i,1267,1268,-1.5,1.5,2029-07-17T04:46:16.925,990,58.44039,325.284768,-49.079264,62334.198807,60.803296,138.226528,29.196704,1.143362,0.72672,0.367899,1,2,4,21,2;11;24;32;42;46;57;68;79;85;96;100;114;118;129;141;151;160;168;178;180,R01_S02;R02_S02;R03_S20;R10_S12;R11_S20;R12_S01;R13_S10;R14_S12;R20_S21;R21_S11;R22_S20;R23_S01;R24_S20;R30_S01;R31_S10;R32_S20;R33_S21;R34_S21;R41_S20;R42_S21;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6990/6990.yaml,de77266a7cb18abe69a601e970dc547ee4c773a5d9163adaca9badcdf21980b5,"[-0.0063057338046028,0.0281472098387675,0.0126695369731976,0.0059143712225694,0.0144952754635806,-0.0040108230233685,-0.0156329402525637,-0.0213334853136746,-0.0209556578407014,0.0057488748380095,0.0307794183013568,-0.1225949264279908,0.0415271054248211,-0.0459344061290147,0.0374979026291173,-0.1050349764254489,-0.1886524958925343,-0.021002951540585,-0.0142800958359896,-0.0302609397080524,-0.0133087461617505,0.0170663777935303,0.0284121711573299,-0.0189900731874176,-0.0350841450913482,0.0313935181303361,0.014964183226795,-0.0128709830661648,0.0186731663530889,0.0430428558465608,-0.0386026674694269,0.0606949113720793,-0.0327661801067555,0.0216120165591422,-0.0252391696540728,0.1937253417044355,0.0246809631049259,0.0250668792028946,-0.0012238776091021,-0.0422582170975264,0.058498459295136,-0.0061335289494547,-0.0098401853386107,0.0023044665716927,0.0070337928191616,0.0309235843348466,0.0084384243447392,0.0264809335310366,0.005734557406695,-0.061656999798767]",new_v2
634,6997,i,1269,1270,-1.5,1.5,2034-03-04T09:12:11.723,997,-3.036265,250.131474,8.784473,64025.383469,46.119928,30.77505,43.880072,1.385013,1.113147,1.387003,4,1,2,21,0;15;20;33;43;45;59;68;80;87;94;99;115;121;128;135;144;154;162;177;185,R01_S00;R02_S20;R03_S02;R10_S20;R11_S21;R12_S00;R13_S12;R14_S12;R20_S22;R21_S20;R22_S11;R23_S00;R24_S21;R30_S11;R31_S02;R32_S00;R33_S00;R34_S01;R41_S00;R42_S20;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_6997/6997.yaml,c8718d77e862ac6597312f6119c1d3aa044eb75baa3fe5526c8df5d2d3401e02,"[0.2215012708022234,-0.0955004733417276,0.074423568938279,0.6458755026039982,-0.0890699226283096,0.0630039449681261,-0.1627311838916319,-0.3393701269110333,0.3435051730633239,0.0919967240140842,-0.4560473841408913,-0.07488608883925,0.2601504997192913,0.1422211178266878,0.1343299051382851,0.3040017553231866,0.1408220747276323,0.0890718253584652,0.0721447492259257,-0.2724820352131146,0.1788596327251903,-0.0051691934197874,0.1142583519815245,-0.0553080241943399,0.1294685879049245,0.0260903899764368,0.0079537242958867,0.0874596719533179,0.1036648339091934,-0.0060072406678951,0.154342064441697,0.1489116972409634,0.196560559779421,-0.1660854585176346,0.4116629718492925,0.0664266386025344,0.3107596059832831,0.0589708326633139,-0.1735412871248619,0.1179936130959165,0.216412546214036,0.0259328309967349,0.1956283812054246,0.0148133908481843,-0.1547732699822642,0.0059255453578695,-0.1375380137448711,-0.0223465861455596,0.0022555279144956,-0.0073636160573723]",new_v2
635,7022,i,1271,1272,-1.5,1.5,2032-03-24T07:53:16.397,1022,-69.156137,224.066814,-8.043801,63315.328662,67.359684,345.961975,22.640316,1.085248,1.052926,1.040152,2,3,0,21,4;9;22;34;39;52;56;71;75;88;93;105;113;118;130;140;152;160;165;172;188,R01_S11;R02_S00;R03_S11;R10_S21;R11_S10;R12_S21;R13_S02;R14_S22;R20_S10;R21_S21;R22_S10;R23_S20;R24_S12;R30_S01;R31_S11;R32_S12;R33_S22;R34_S21;R41_S10;R42_S01;R43_S22,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7022/7022.yaml,749eb10f86ff8f087ba28d3d50a776f587d758a800496b1209d204c5ff4daf3b,"[-0.1124372715916487,0.1159384283332683,0.0738228417830308,0.1207368810713787,-0.1124945931745946,0.0974073153843629,0.1526478939108045,0.0142229410604744,-0.1028245306192986,-0.0769461622592706,-0.1757447244439247,0.1238495873506609,0.1594368741192149,0.0499299550046761,0.0463622906998853,0.0650042201450519,0.0432635232625509,0.0394577328810878,-0.1101670040386032,0.0471394140474725,-0.3134136148191663,-0.4488404802190298,-0.0711893558650145,0.1553623382584863,-0.2408017603137872,0.275307842598358,-0.0196682170463942,-0.0979489505360676,-0.0382569704514634,-0.2777692700836229,0.2991740191820346,0.0626611636946715,-0.167705844671119,-0.1435578312836454,0.1180863728204177,-0.0647496433933001,-0.1075603206981609,-0.1418802735461609,0.0171177079668017,-0.2067331727694374,0.1019756486782344,-0.186465443144576,-0.1097907463767782,0.0156934665757049,0.1244599416049366,-0.0059489796857974,0.0627741615585249,0.0409117155075375,-0.0947047644327605,-0.0384990393713754]",new_v2
636,7027,i,1273,1274,-1.5,1.5,2027-12-06T07:00:25.863,1027,-19.574627,74.19965,-31.925522,61745.291966,60.336446,257.780142,29.663554,1.153268,0.406227,1.300285,4,2,1,21,1;9;20;33;40;48;56;69;78;84;93;103;115;121;126;140;152;155;169;178;184,R01_S01;R02_S00;R03_S02;R10_S20;R11_S11;R12_S10;R13_S02;R14_S20;R20_S20;R21_S10;R22_S10;R23_S11;R24_S21;R30_S11;R31_S00;R32_S12;R33_S22;R34_S02;R41_S21;R42_S21;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7027/7027.yaml,5f564773ea96bd97538f92ebc93c1a36cf1a940e835c69ea83f6819507841537,"[-0.076373960775351,0.0339361032333883,-0.2160230292891669,0.3551074267844252,-0.2231325932228678,0.1187476301620416,0.0906777948870231,0.1450889697885097,0.2552035418549732,-0.2606183234603625,-0.2950840717125034,-0.3457166803669033,-0.0299051316223815,-0.026730239601897,-0.199414750048935,0.2326878536775688,-0.0636636865226867,0.229480311267343,-0.081094889007208,0.0052733138854677,0.078195561011351,-0.6631035172868878,-0.1018630854932129,0.1199212042133723,0.022508784587701,-0.014116296489117,0.0662124635039367,0.0814988978264738,-0.13252914223543,-0.2451440757857144,0.0859132061410197,0.1780985807730967,-0.0271877216002628,-0.0765196458179414,0.2674306828134359,0.0447624486799403,-0.1285572091459127,-0.0961769217411695,-0.2030603056983065,-0.1304817587238761,0.0399946457450519,-0.1890778263076268,-0.1965831742774502,-0.0612376389128154,-0.0959328444153782,0.0119487746647252,0.18218706528859,-0.1120755530943788,-0.0960584426684848,-0.1097773618138285]",new_v2
637,7028,i,1275,1276,-1.5,1.5,2031-11-01T00:16:09.236,1028,-59.893828,315.25877,-23.209448,63171.011218,72.692369,290.216441,17.307631,1.049128,0.654883,0.755794,1,3,0,21,0;17;26;27;38;51;60;68;74;88;96;103;114;119;134;135;149;158;162;177;181,R01_S00;R02_S22;R03_S22;R10_S00;R11_S02;R12_S20;R13_S20;R14_S12;R20_S02;R21_S21;R22_S20;R23_S11;R24_S20;R30_S02;R31_S22;R32_S00;R33_S12;R34_S12;R41_S00;R42_S20;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7028/7028.yaml,281c7951e75d584a1f4e6641764045a96aaca7ceef446805adbb19fcc238e801,"[0.1353689206156874,0.0462683220130364,-0.0623047038731738,0.108774496637764,0.0292462277956379,0.0814838031920329,0.045499384630865,-0.201218469128926,-0.0886634609591039,-0.003459506343018,-0.1081336331573504,0.1044587297444915,-0.1535758594983971,-0.1195457451135645,0.0248837211819133,-0.1548158123071305,-0.0705305550365325,0.0395776703157982,-0.0726422202934566,0.0821479320081833,-0.163447932371049,0.0547308084909138,-0.0829061567039788,-0.0671294453122033,-0.1128243920059471,0.0127605614981042,0.0043341159902694,0.0166833173305142,-0.005926414772799,-0.0041244039137557,-0.0093591446082531,0.1662679099650842,-0.1309749437354942,0.0854995517594835,0.1568821778833074,0.3624357787073734,0.1436385620285751,-0.1557584659462158,0.0450521943743538,-0.1514475926819437,-0.0441507088167908,0.0396959422057483,-0.1698703285217466,-0.0078110039025706,0.0106762501640596,0.0409196995050572,0.0106842962648793,0.0191296649302401,0.040242589262609,-0.0692335611712194]",new_v2
638,7040,i,1277,1278,-1.5,1.5,2029-01-03T04:32:04.848,1040,25.671536,50.500275,-75.097854,62139.188945,39.096302,194.787719,50.903698,1.587208,0.764201,1.185305,3,0,3,21,6;10;24;32;36;46;58;63;74;88;95;107;113;121;132;143;147;155;167;174;181,R01_S20;R02_S01;R03_S20;R10_S12;R11_S00;R12_S01;R13_S11;R14_S00;R20_S02;R21_S21;R22_S12;R23_S22;R24_S12;R30_S11;R31_S20;R32_S22;R33_S10;R34_S02;R41_S12;R42_S10;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7040/7040.yaml,4bdbf168af3aeee2fb3b03f41e8bd00059e60727c9f90853dd97672dde84ceb1,"[0.1575050940627719,0.1603880953309382,-0.0651939340313282,0.0689347121389964,-0.0924536881360829,-0.2822310726670465,0.0053816069739342,0.0062722060582677,0.1238291870049356,0.0162457332901426,0.5436545063414425,-0.1556902490905251,-0.1414012491652276,-0.0225856769111821,0.0215134686047941,-0.1345295499371672,-0.0051426287350137,0.0035545059176775,-0.0948638825094347,-0.2531761370755275,0.1619409267156179,-0.3383451799509603,-0.0358627636438494,0.0927602911603947,0.0780454826225988,-0.1751063304929728,0.0905824303012834,0.0436003434358535,-0.1220830753916052,-0.0035102669536729,0.2545409866853909,0.5180188096266847,0.1521107449135235,-0.1744371301915651,0.1693635988330681,0.0536996455893334,0.01700561592203,-0.2009372237867843,-0.0203055547453822,0.1539286845783654,-0.0943658055251753,0.0295704134552788,-0.0413040992330851,-0.0601283066765942,-0.0792460140487632,-0.0772607455678336,0.2395727119118021,0.1683633782061022,-0.0235435492333198,-0.0221415502658628]",new_v2
639,7078,i,1279,1280,-1.5,1.5,2031-09-08T02:47:01.622,1078,-67.541851,285.20473,-28.969488,63117.115991,61.998555,264.496895,28.001445,1.136963,0.719954,1.204864,3,2,0,21,8;15;24;35;42;49;59;70;80;84;98;105;115;121;131;141;148;154;162;171;184,R01_S22;R02_S20;R03_S20;R10_S22;R11_S20;R12_S11;R13_S12;R14_S21;R20_S22;R21_S10;R22_S22;R23_S20;R24_S21;R30_S11;R31_S12;R32_S20;R33_S11;R34_S01;R41_S00;R42_S00;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7078/7078.yaml,dcc833014e579012562ff99c494a045155610c4580bd6a6f2b49e1866c9d96d1,"[-0.2158321577396032,-0.0068418128646128,-0.2219347060835144,0.2477031150909596,-0.0656025968876835,0.1103029936268818,0.0475453885890296,-0.2192423439830431,0.1573217227723154,0.1885512419787477,-0.1975287883017444,0.1200876719124623,0.3842693570708799,-0.0199605077212279,-0.1688661200000546,0.1277839511384383,-0.1637115393749107,0.2138464224687928,-0.2330077519698398,-0.2299966567023626,0.2197273366539149,-0.0966155356064553,-0.0636237866006228,0.1890043097069137,0.1283764439391098,0.1132948021274449,0.0843550715071479,0.0186614049382417,0.0050841950977456,-0.1113464966010666,-0.0406259929115008,0.2494368398948732,-0.2999675177454985,-0.0691415418588684,-0.2289434121653492,0.0912480388832293,-0.0346347541937591,-0.2835712953918139,0.0087326161799819,0.1273879363433095,0.1505890624005482,-0.2464885426848603,-0.0394810858933941,-0.0550390518137408,-0.0538567562994358,-0.0055925441361265,0.014924818532506,-0.4220918795583367,-0.0750240546598657,-0.049429766133231]",new_v2
640,7091,i,1281,1282,-1.5,1.5,2029-09-15T04:44:22.704,1091,50.185657,336.813705,-28.530115,62394.197485,74.605032,272.590924,15.394968,1.038828,0.924206,2.099202,4,3,4,21,3;15;21;32;38;53;55;66;73;84;96;101;109;118;127;136;148;155;166;175;182,R01_S10;R02_S20;R03_S10;R10_S12;R11_S02;R12_S22;R13_S01;R14_S10;R20_S01;R21_S10;R22_S20;R23_S02;R24_S01;R30_S01;R31_S01;R32_S01;R33_S11;R34_S02;R41_S11;R42_S11;R43_S02,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7091/7091.yaml,a481f5de274b790f75330d7c96668e26252a384b78a5f67d7bac8a735ebefc07,"[-0.0702742318681657,0.405868252672384,0.2443108686591364,0.1156742449249783,-0.2991652434308413,-0.4376566521029599,0.3639388155310631,0.3279085354044595,-0.0391379986419725,-0.5674217218890782,0.1836480995547284,0.1497518566769235,0.0874080956432772,-0.007464576275701,-0.305514118245141,-0.2666958652128988,-0.0090269034169942,-0.584172520512722,0.16444187085757,-0.0562307212167463,-0.2029495669366736,-0.3469425567061754,0.4086153079092115,0.0976891429027194,-0.3168578231148219,0.2621591541437043,-0.1854077901771255,-0.1561382102997592,-0.1792161322423454,-0.3935754970652159,-0.0983865910915202,-0.6452635450280712,-0.4713063866962982,-0.2581032447136078,-0.194337717561031,-0.3448241584870224,-0.5154543765502301,0.351759036593651,0.5721496595797427,-0.0563529496873219,0.1686161497901161,0.1491519637396885,0.352696308082453,0.1020748267067618,0.1474641085543313,0.0868370358890192,0.3517760200278658,-0.1054784940601027,-0.1301143696828078,-0.0925664085011069]",new_v2
641,7105,i,1283,1284,-1.5,1.5,2027-11-16T08:08:08.822,1105,38.858049,87.833309,-40.66152,61725.338991,71.814733,230.110798,18.185267,1.053458,0.406227,0.334011,1,3,3,21,6;17;24;28;41;51;62;68;72;86;98;101;108;120;128;143;147;161;168;173;180,R01_S20;R02_S22;R03_S20;R10_S01;R11_S12;R12_S20;R13_S22;R14_S12;R20_S00;R21_S12;R22_S22;R23_S02;R24_S00;R30_S10;R31_S02;R32_S22;R33_S10;R34_S22;R41_S20;R42_S02;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_7105/7105.yaml,ee825f8cec12d173216ab8725a9cd1af64f4eb8fa908756aafa77329a8e9a22c,"[-0.0057481782410959,-0.0124046643802806,0.0227581089313584,0.0393839740848347,-0.0094436715061519,0.0234912420242974,-0.0412192537504893,-0.0269278182530142,-0.0036340441326756,0.0022157435599488,-0.0078230137814608,0.0181706467814727,0.0839356324489131,-0.0235858992203275,-0.0057593292283789,0.0082494753012273,0.0066173797835372,0.0343412912913403,-0.0060712625508227,-0.0256967816280992,0.0086094440627467,0.0846870240291791,0.0222002430622976,-0.0035468519194938,0.0690811017338004,0.0781249493438918,0.0211699021792261,-0.0931381234469074,-0.0063622429485734,0.026353438759234,-0.0249000916304688,0.0029017578112109,-0.0010609250861656,-0.0477602046054175,-0.0442028643643086,0.0093760213282463,-0.1107152875771857,0.0654517068388107,0.0465302865282364,-0.1300368118988096,0.089975214727679,-0.0048022021645022,0.019183374209944,0.0003029328791319,0.068684193838739,0.006249950352446,0.0149995414936833,-0.10269867889663,0.0253728978048611,-0.0499651498013306]",new_v2
