state_index,seqid,raft,sensor,detector_id,detector_name,focal_x_mm,focal_y_mm,focal_r_mm
930,11024,R03,S12,23,R03_S12,169.24,-254.01,305.2266
930,11024,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
930,11024,R11,S00,36,R11_S00,-169.25,-169.25,239.3556
930,11024,R12,S20,51,R12_S20,-42.25,-84.75,94.6975
930,11024,R13,S20,60,R13_S20,84.75,-84.75,119.8546
930,11024,R14,S02,65,R14_S02,296.25,-169.25,341.1885
930,11024,R20,S02,74,R20_S02,-211.76,-42.26,215.9357
930,11024,R21,S01,82,R21_S01,-127.0,-42.25,133.8434
930,11024,R22,S21,97,R22_S21,0.0,42.25,42.25
930,11024,R23,S20,105,R23_S20,84.75,42.25,94.6975
930,11024,R24,S20,114,R24_S20,211.75,42.25,215.9239
930,11024,R30,S12,122,R30_S12,-211.75,127.0,246.9151
930,11024,R31,S12,131,R31_S12,-84.75,127.0,152.6812
930,11024,R32,S22,143,R32_S22,42.25,169.25,174.4438
930,11024,R33,S01,145,R33_S01,127.0,84.75,152.6812
930,11024,R34,S02,155,R34_S02,296.25,84.75,308.1341
930,11024,R41,S00,162,R41_S00,-169.26,211.74,271.0771
930,11024,R42,S11,175,R42_S11,-0.01,253.99,253.99
930,11024,R43,S02,182,R43_S02,169.24,211.74,271.0646
931,11045,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
931,11045,R02,S20,15,R02_S20,-42.26,-211.76,215.9357
931,11045,R03,S02,20,R03_S02,169.24,-296.26,341.1923
931,11045,R10,S00,27,R10_S00,-296.26,-169.26,341.2022
931,11045,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
931,11045,R12,S12,50,R12_S12,42.25,-127.0,133.8434
931,11045,R13,S02,56,R13_S02,169.25,-169.25,239.3556
931,11045,R14,S11,67,R14_S11,254.0,-127.0,283.9806
931,11045,R20,S10,75,R20_S10,-296.26,-0.01,296.26
931,11045,R21,S20,87,R21_S20,-169.25,42.25,174.4438
931,11045,R22,S20,96,R22_S20,-42.25,42.25,59.7505
931,11045,R23,S22,107,R23_S22,169.25,42.25,174.4438
931,11045,R24,S10,111,R24_S10,211.75,0.0,211.75
931,11045,R30,S01,118,R30_S01,-254.0,84.75,267.7659
931,11045,R31,S00,126,R31_S00,-169.25,84.75,189.2832
931,11045,R32,S10,138,R32_S10,-42.25,127.0,133.8434
931,11045,R33,S12,149,R33_S12,169.25,127.0,211.6
931,11045,R34,S21,160,R34_S21,254.0,169.25,305.2238
931,11045,R41,S01,163,R41_S01,-127.01,211.74,246.9117
931,11045,R42,S00,171,R42_S00,-42.26,211.74,215.916
931,11045,R43,S22,188,R43_S22,169.24,296.24,341.1749
932,11046,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
932,11046,R02,S11,13,R02_S11,-0.01,-254.01,254.01
932,11046,R03,S10,21,R03_S10,84.74,-254.01,267.7722
932,11046,R10,S22,35,R10_S22,-211.76,-84.76,228.0933
932,11046,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
932,11046,R12,S01,46,R12_S01,0.0,-169.25,169.25
932,11046,R13,S22,62,R13_S22,169.25,-84.75,189.2832
932,11046,R14,S02,65,R14_S02,296.25,-169.25,341.1885
932,11046,R20,S02,74,R20_S02,-211.76,-42.26,215.9357
932,11046,R21,S10,84,R21_S10,-169.25,0.0,169.25
932,11046,R22,S01,91,R22_S01,0.0,-42.25,42.25
932,11046,R23,S21,106,R23_S21,127.0,42.25,133.8434
932,11046,R24,S12,113,R24_S12,296.25,0.0,296.25
932,11046,R30,S21,124,R30_S21,-254.0,169.25,305.2238
932,11046,R31,S21,133,R31_S21,-127.0,169.25,211.6
932,11046,R32,S01,136,R32_S01,0.0,84.75,84.75
932,11046,R33,S11,148,R33_S11,127.0,127.0,179.6051
932,11046,R34,S02,155,R34_S02,296.25,84.75,308.1341
932,11046,R41,S10,165,R41_S10,-169.26,253.99,305.221
932,11046,R42,S00,171,R42_S00,-42.26,211.74,215.916
932,11046,R43,S20,186,R43_S20,84.74,296.24,308.1217
933,11057,R01,S22,8,R01_S22,-84.76,-211.76,228.0933
933,11057,R02,S21,16,R02_S21,-0.01,-211.76,211.76
933,11057,R03,S21,25,R03_S21,126.99,-211.76,246.9185
933,11057,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
933,11057,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
933,11057,R12,S22,53,R12_S22,42.25,-84.75,94.6975
933,11057,R13,S22,62,R13_S22,169.25,-84.75,189.2832
933,11057,R14,S20,69,R14_S20,211.75,-84.75,228.0803
933,11057,R20,S00,72,R20_S00,-296.26,-42.26,299.2589
933,11057,R21,S12,86,R21_S12,-84.75,0.0,84.75
933,11057,R22,S21,97,R22_S21,0.0,42.25,42.25
933,11057,R23,S10,102,R23_S10,84.75,0.0,84.75
933,11057,R24,S10,111,R24_S10,211.75,0.0,211.75
933,11057,R30,S21,124,R30_S21,-254.0,169.25,305.2238
933,11057,R31,S20,132,R31_S20,-169.25,169.25,239.3556
933,11057,R32,S10,138,R32_S10,-42.25,127.0,133.8434
933,11057,R33,S21,151,R33_S21,127.0,169.25,211.6
933,11057,R34,S10,156,R34_S10,211.75,127.0,246.9151
