state_index,seqid,raft,sensor,detector_id,detector_name,focal_x_mm,focal_y_mm,focal_r_mm
279,2704,R34,S20,159,R34_S20,211.75,169.25,271.0786
279,2704,R41,S02,164,R41_S02,-84.76,211.74,228.0747
279,2704,R42,S01,172,R42_S01,-0.01,211.74,211.74
279,2704,R43,S21,187,R43_S21,126.99,296.24,322.3113
280,2714,R01,S22,8,R01_S22,-84.76,-211.76,228.0933
280,2714,R02,S21,16,R02_S21,-0.01,-211.76,211.76
280,2714,R03,S21,25,R03_S21,126.99,-211.76,246.9185
280,2714,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
280,2714,R11,S10,39,R11_S10,-169.25,-127.0,211.6
280,2714,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
280,2714,R13,S11,58,R13_S11,127.0,-127.0,179.6051
280,2714,R14,S21,70,R14_S21,254.0,-84.75,267.7659
280,2714,R20,S10,75,R20_S10,-296.26,-0.01,296.26
280,2714,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
280,2714,R22,S22,98,R22_S22,42.25,42.25,59.7505
280,2714,R23,S00,99,R23_S00,84.75,-42.25,94.6975
280,2714,R24,S01,109,R24_S01,254.0,-42.25,257.4899
280,2714,R30,S12,122,R30_S12,-211.75,127.0,246.9151
280,2714,R31,S21,133,R31_S21,-127.0,169.25,211.6
280,2714,R32,S21,142,R32_S21,0.0,169.25,169.25
280,2714,R33,S10,147,R33_S10,84.75,127.0,152.6812
280,2714,R34,S21,160,R34_S21,254.0,169.25,305.2238
280,2714,R41,S11,166,R41_S11,-127.01,253.99,283.9762
280,2714,R42,S11,175,R42_S11,-0.01,253.99,253.99
280,2714,R43,S11,184,R43_S11,126.99,253.99,283.9672
281,2718,R01,S12,5,R01_S12,-84.76,-254.01,267.7785
281,2718,R02,S12,14,R02_S12,42.24,-254.01,257.4982
281,2718,R03,S20,24,R03_S20,84.74,-211.76,228.0859
281,2718,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
281,2718,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
281,2718,R12,S02,47,R12_S02,42.25,-169.25,174.4438
281,2718,R13,S00,54,R13_S00,84.75,-169.25,189.2832
281,2718,R14,S11,67,R14_S11,254.0,-127.0,283.9806
281,2718,R20,S12,77,R20_S12,-211.76,-0.01,211.76
281,2718,R21,S01,82,R21_S01,-127.0,-42.25,133.8434
281,2718,R22,S11,94,R22_S11,0.0,0.0,0.0
281,2718,R23,S22,107,R23_S22,169.25,42.25,174.4438
281,2718,R24,S10,111,R24_S10,211.75,0.0,211.75
281,2718,R30,S12,122,R30_S12,-211.75,127.0,246.9151
281,2718,R31,S02,128,R31_S02,-84.75,84.75,119.8546
281,2718,R32,S20,141,R32_S20,-42.25,169.25,174.4438
281,2718,R33,S21,151,R33_S21,127.0,169.25,211.6
281,2718,R34,S12,158,R34_S12,296.25,127.0,322.3245
281,2718,R41,S11,166,R41_S11,-127.01,253.99,283.9762
281,2718,R42,S01,172,R42_S01,-0.01,211.74,211.74
281,2718,R43,S20,186,R43_S20,84.74,296.24,308.1217
282,2721,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
282,2721,R02,S00,9,R02_S00,-42.26,-296.26,299.2589
282,2721,R03,S00,18,R03_S00,84.74,-296.26,308.141
282,2721,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
282,2721,R11,S11,40,R11_S11,-127.0,-127.0,179.6051
282,2721,R12,S01,46,R12_S01,0.0,-169.25,169.25
282,2721,R13,S12,59,R13_S12,169.25,-127.0,211.6
282,2721,R14,S21,70,R14_S21,254.0,-84.75,267.7659
282,2721,R20,S22,80,R20_S22,-211.76,42.24,215.9317
282,2721,R21,S21,88,R21_S21,-127.0,42.25,133.8434
282,2721,R22,S10,93,R22_S10,-42.25,0.0,42.25
282,2721,R23,S01,100,R23_S01,127.0,-42.25,133.8434
282,2721,R24,S12,113,R24_S12,296.25,0.0,296.25
282,2721,R30,S11,121,R30_S11,-254.0,127.0,283.9806
282,2721,R31,S20,132,R31_S20,-169.25,169.25,239.3556
282,2721,R32,S01,136,R32_S01,0.0,84.75,84.75
282,2721,R33,S21,151,R33_S21,127.0,169.25,211.6
282,2721,R34,S22,161,R34_S22,296.25,169.25,341.1885
282,2721,R41,S10,165,R41_S10,-169.26,253.99,305.221
282,2721,R42,S21,178,R42_S21,-0.01,296.24,296.24
282,2721,R43,S22,188,R43_S22,169.24,296.24,341.1749
283,2737,R01,S12,5,R01_S12,-84.76,-254.01,267.7785
283,2737,R02,S21,16,R02_S21,-0.01,-211.76,211.76
283,2737,R03,S10,21,R03_S10,84.74,-254.01,267.7722
283,2737,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
283,2737,R11,S02,38,R11_S02,-84.75,-169.25,189.2832
283,2737,R12,S12,50,R12_S12,42.25,-127.0,133.8434
283,2737,R13,S10,57,R13_S10,84.75,-127.0,152.6812
283,2737,R14,S00,63,R14_S00,211.75,-169.25,271.0786
283,2737,R20,S21,79,R20_S21,-254.01,42.24,257.4982
283,2737,R21,S01,82,R21_S01,-127.0,-42.25,133.8434
283,2737,R22,S10,93,R22_S10,-42.25,0.0,42.25
283,2737,R23,S02,101,R23_S02,169.25,-42.25,174.4438
283,2737,R24,S22,116,R24_S22,296.25,42.25,299.2476
283,2737,R30,S01,118,R30_S01,-254.0,84.75,267.7659
283,2737,R31,S12,131,R31_S12,-84.75,127.0,152.6812
283,2737,R32,S02,137,R32_S02,42.25,84.75,94.6975
283,2737,R33,S10,147,R33_S10,84.75,127.0,152.6812
283,2737,R34,S01,154,R34_S01,254.0,84.75,267.7659
283,2737,R41,S21,169,R41_S21,-127.01,296.24,322.3192
283,2737,R42,S20,177,R42_S20,-42.26,296.24,299.2391
283,2737,R43,S12,185,R43_S12,169.24,253.99,305.2099
284,2741,R01,S11,4,R01_S11,-127.01,-254.01,283.994
284,2741,R02,S02,11,R02_S02,42.24,-296.26,299.2561
284,2741,R03,S00,18,R03_S00,84.74,-296.26,308.141
284,2741,R10,S21,34,R10_S21,-254.01,-84.76,267.7785
284,2741,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
284,2741,R12,S11,49,R12_S11,0.0,-127.0,127.0
284,2741,R13,S22,62,R13_S22,169.25,-84.75,189.2832
284,2741,R14,S01,64,R14_S01,254.0,-169.25,305.2238
284,2741,R20,S01,73,R20_S01,-254.01,-42.26,257.5014
284,2741,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
284,2741,R22,S21,97,R22_S21,0.0,42.25,42.25
284,2741,R23,S00,99,R23_S00,84.75,-42.25,94.6975
284,2741,R24,S11,112,R24_S11,254.0,0.0,254.0
284,2741,R30,S21,124,R30_S21,-254.0,169.25,305.2238
284,2741,R31,S12,131,R31_S12,-84.75,127.0,152.6812
284,2741,R32,S01,136,R32_S01,0.0,84.75,84.75
284,2741,R33,S12,149,R33_S12,169.25,127.0,211.6
284,2741,R34,S12,158,R34_S12,296.25,127.0,322.3245
284,2741,R41,S22,170,R41_S22,-84.76,296.24,308.1272
284,2741,R42,S21,178,R42_S21,-0.01,296.24,296.24
284,2741,R43,S20,186,R43_S20,84.74,296.24,308.1217
285,2743,R01,S12,5,R01_S12,-84.76,-254.01,267.7785
285,2743,R02,S12,14,R02_S12,42.24,-254.01,257.4982
285,2743,R03,S12,23,R03_S12,169.24,-254.01,305.2266
285,2743,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
285,2743,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
285,2743,R12,S11,49,R12_S11,0.0,-127.0,127.0
285,2743,R13,S21,61,R13_S21,127.0,-84.75,152.6812
285,2743,R14,S22,71,R14_S22,296.25,-84.75,308.1341
285,2743,R20,S10,75,R20_S10,-296.26,-0.01,296.26
285,2743,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
285,2743,R22,S10,93,R22_S10,-42.25,0.0,42.25
285,2743,R23,S02,101,R23_S02,169.25,-42.25,174.4438
285,2743,R24,S12,113,R24_S12,296.25,0.0,296.25
285,2743,R30,S02,119,R30_S02,-211.75,84.75,228.0803
285,2743,R31,S12,131,R31_S12,-84.75,127.0,152.6812
285,2743,R32,S02,137,R32_S02,42.25,84.75,94.6975
285,2743,R33,S22,152,R33_S22,169.25,169.25,239.3556
285,2743,R34,S01,154,R34_S01,254.0,84.75,267.7659
285,2743,R41,S10,165,R41_S10,-169.26,253.99,305.221
285,2743,R42,S01,172,R42_S01,-0.01,211.74,211.74
285,2743,R43,S11,184,R43_S11,126.99,253.99,283.9672
286,2748,R01,S11,4,R01_S11,-127.01,-254.01,283.994
286,2748,R02,S02,11,R02_S02,42.24,-296.26,299.2561
286,2748,R03,S02,20,R03_S02,169.24,-296.26,341.1923
286,2748,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
286,2748,R11,S00,36,R11_S00,-169.25,-169.25,239.3556
286,2748,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
286,2748,R13,S22,62,R13_S22,169.25,-84.75,189.2832
286,2748,R14,S10,66,R14_S10,211.75,-127.0,246.9151
286,2748,R20,S10,75,R20_S10,-296.26,-0.01,296.26
286,2748,R21,S11,85,R21_S11,-127.0,0.0,127.0
286,2748,R22,S22,98,R22_S22,42.25,42.25,59.7505
286,2748,R23,S00,99,R23_S00,84.75,-42.25,94.6975
286,2748,R24,S00,108,R24_S00,211.75,-42.25,215.9239
286,2748,R30,S00,117,R30_S00,-296.25,84.75,308.1341
286,2748,R31,S10,129,R31_S10,-169.25,127.0,211.6
286,2748,R32,S00,135,R32_S00,-42.25,84.75,94.6975
286,2748,R33,S12,149,R33_S12,169.25,127.0,211.6
286,2748,R34,S02,155,R34_S02,296.25,84.75,308.1341
286,2748,R41,S10,165,R41_S10,-169.26,253.99,305.221
286,2748,R42,S20,177,R42_S20,-42.26,296.24,299.2391
286,2748,R43,S20,186,R43_S20,84.74,296.24,308.1217
287,2770,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
287,2770,R02,S12,14,R02_S12,42.24,-254.01,257.4982
287,2770,R03,S01,19,R03_S01,126.99,-296.26,322.3297
287,2770,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
287,2770,R11,S01,37,R11_S01,-127.0,-169.25,211.6
287,2770,R12,S12,50,R12_S12,42.25,-127.0,133.8434
287,2770,R13,S12,59,R13_S12,169.25,-127.0,211.6
287,2770,R14,S02,65,R14_S02,296.25,-169.25,341.1885
287,2770,R20,S21,79,R20_S21,-254.01,42.24,257.4982
287,2770,R21,S21,88,R21_S21,-127.0,42.25,133.8434
287,2770,R22,S20,96,R22_S20,-42.25,42.25,59.7505
287,2770,R23,S11,103,R23_S11,127.0,0.0,127.0
287,2770,R24,S00,108,R24_S00,211.75,-42.25,215.9239
287,2770,R30,S02,119,R30_S02,-211.75,84.75,228.0803
287,2770,R31,S21,133,R31_S21,-127.0,169.25,211.6
287,2770,R32,S10,138,R32_S10,-42.25,127.0,133.8434
287,2770,R33,S10,147,R33_S10,84.75,127.0,152.6812
287,2770,R34,S02,155,R34_S02,296.25,84.75,308.1341
287,2770,R41,S22,170,R41_S22,-84.76,296.24,308.1272
287,2770,R42,S21,178,R42_S21,-0.01,296.24,296.24
287,2770,R43,S01,181,R43_S01,126.99,211.74,246.9014
288,2779,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
288,2779,R02,S10,12,R02_S10,-42.26,-254.01,257.5014
288,2779,R03,S00,18,R03_S00,84.74,-296.26,308.141
288,2779,R10,S11,31,R10_S11,-254.01,-127.01,283.994
288,2779,R11,S00,36,R11_S00,-169.25,-169.25,239.3556
288,2779,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
288,2779,R13,S11,58,R13_S11,127.0,-127.0,179.6051
288,2779,R14,S02,65,R14_S02,296.25,-169.25,341.1885
288,2779,R20,S22,80,R20_S22,-211.76,42.24,215.9317
288,2779,R21,S20,87,R21_S20,-169.25,42.25,174.4438
288,2779,R22,S20,96,R22_S20,-42.25,42.25,59.7505
288,2779,R23,S01,100,R23_S01,127.0,-42.25,133.8434
288,2779,R24,S10,111,R24_S10,211.75,0.0,211.75
288,2779,R30,S02,119,R30_S02,-211.75,84.75,228.0803
288,2779,R31,S01,127,R31_S01,-127.0,84.75,152.6812
288,2779,R32,S10,138,R32_S10,-42.25,127.0,133.8434
288,2779,R33,S22,152,R33_S22,169.25,169.25,239.3556
288,2779,R34,S02,155,R34_S02,296.25,84.75,308.1341
288,2779,R41,S02,164,R41_S02,-84.76,211.74,228.0747
288,2779,R42,S22,179,R42_S22,42.24,296.24,299.2363
288,2779,R43,S21,187,R43_S21,126.99,296.24,322.3113
289,2783,R01,S11,4,R01_S11,-127.01,-254.01,283.994
289,2783,R02,S02,11,R02_S02,42.24,-296.26,299.2561
289,2783,R03,S10,21,R03_S10,84.74,-254.01,267.7722
289,2783,R10,S12,32,R10_S12,-211.76,-127.01,246.9288
289,2783,R11,S02,38,R11_S02,-84.75,-169.25,189.2832
289,2783,R12,S11,49,R12_S11,0.0,-127.0,127.0
289,2783,R13,S22,62,R13_S22,169.25,-84.75,189.2832
289,2783,R14,S10,66,R14_S10,211.75,-127.0,246.9151
289,2783,R20,S22,80,R20_S22,-211.76,42.24,215.9317
289,2783,R21,S22,89,R21_S22,-84.75,42.25,94.6975
289,2783,R22,S21,97,R22_S21,0.0,42.25,42.25
289,2783,R23,S11,103,R23_S11,127.0,0.0,127.0
289,2783,R24,S02,110,R24_S02,296.25,-42.25,299.2476
289,2783,R30,S21,124,R30_S21,-254.0,169.25,305.2238
289,2783,R31,S02,128,R31_S02,-84.75,84.75,119.8546
289,2783,R32,S00,135,R32_S00,-42.25,84.75,94.6975
289,2783,R33,S01,145,R33_S01,127.0,84.75,152.6812
289,2783,R34,S10,156,R34_S10,211.75,127.0,246.9151
289,2783,R41,S00,162,R41_S00,-169.26,211.74,271.0771
289,2783,R42,S10,174,R42_S10,-42.26,253.99,257.4817
289,2783,R43,S00,180,R43_S00,84.74,211.74,228.0673
290,2812,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
290,2812,R02,S11,13,R02_S11,-0.01,-254.01,254.01
290,2812,R03,S12,23,R03_S12,169.24,-254.01,305.2266
290,2812,R10,S12,32,R10_S12,-211.76,-127.01,246.9288
290,2812,R11,S11,40,R11_S11,-127.0,-127.0,179.6051
290,2812,R12,S22,53,R12_S22,42.25,-84.75,94.6975
290,2812,R13,S00,54,R13_S00,84.75,-169.25,189.2832
290,2812,R14,S02,65,R14_S02,296.25,-169.25,341.1885
290,2812,R20,S12,77,R20_S12,-211.76,-0.01,211.76
290,2812,R21,S20,87,R21_S20,-169.25,42.25,174.4438
290,2812,R22,S22,98,R22_S22,42.25,42.25,59.7505
290,2812,R23,S20,105,R23_S20,84.75,42.25,94.6975
290,2812,R24,S01,109,R24_S01,254.0,-42.25,257.4899
290,2812,R30,S20,123,R30_S20,-296.25,169.25,341.1885
290,2812,R31,S01,127,R31_S01,-127.0,84.75,152.6812
290,2812,R32,S21,142,R32_S21,0.0,169.25,169.25
290,2812,R33,S22,152,R33_S22,169.25,169.25,239.3556
290,2812,R34,S11,157,R34_S11,254.0,127.0,283.9806
290,2812,R41,S11,166,R41_S11,-127.01,253.99,283.9762
290,2812,R42,S00,171,R42_S00,-42.26,211.74,215.916
290,2812,R43,S10,183,R43_S10,84.74,253.99,267.7532
291,2817,R01,S11,4,R01_S11,-127.01,-254.01,283.994
291,2817,R02,S01,10,R02_S01,-0.01,-296.26,296.26
291,2817,R03,S01,19,R03_S01,126.99,-296.26,322.3297
291,2817,R10,S12,32,R10_S12,-211.76,-127.01,246.9288
291,2817,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
291,2817,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
291,2817,R13,S22,62,R13_S22,169.25,-84.75,189.2832
291,2817,R14,S02,65,R14_S02,296.25,-169.25,341.1885
291,2817,R20,S21,79,R20_S21,-254.01,42.24,257.4982
291,2817,R21,S20,87,R21_S20,-169.25,42.25,174.4438
291,2817,R22,S10,93,R22_S10,-42.25,0.0,42.25
291,2817,R23,S02,101,R23_S02,169.25,-42.25,174.4438
291,2817,R24,S20,114,R24_S20,211.75,42.25,215.9239
291,2817,R30,S20,123,R30_S20,-296.25,169.25,341.1885
291,2817,R31,S10,129,R31_S10,-169.25,127.0,211.6
291,2817,R32,S01,136,R32_S01,0.0,84.75,84.75
291,2817,R33,S10,147,R33_S10,84.75,127.0,152.6812
291,2817,R34,S02,155,R34_S02,296.25,84.75,308.1341
291,2817,R41,S10,165,R41_S10,-169.26,253.99,305.221
291,2817,R42,S11,175,R42_S11,-0.01,253.99,253.99
291,2817,R43,S22,188,R43_S22,169.24,296.24,341.1749
292,2825,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
292,2825,R02,S21,16,R02_S21,-0.01,-211.76,211.76
292,2825,R03,S10,21,R03_S10,84.74,-254.01,267.7722
292,2825,R10,S22,35,R10_S22,-211.76,-84.76,228.0933
292,2825,R11,S10,39,R11_S10,-169.25,-127.0,211.6
292,2825,R12,S22,53,R12_S22,42.25,-84.75,94.6975
292,2825,R13,S22,62,R13_S22,169.25,-84.75,189.2832
292,2825,R14,S10,66,R14_S10,211.75,-127.0,246.9151
292,2825,R20,S20,78,R20_S20,-296.26,42.24,299.2561
292,2825,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
292,2825,R22,S20,96,R22_S20,-42.25,42.25,59.7505
292,2825,R23,S10,102,R23_S10,84.75,0.0,84.75
292,2825,R24,S10,111,R24_S10,211.75,0.0,211.75
292,2825,R30,S20,123,R30_S20,-296.25,169.25,341.1885
292,2825,R31,S01,127,R31_S01,-127.0,84.75,152.6812
292,2825,R32,S22,143,R32_S22,42.25,169.25,174.4438
292,2825,R33,S21,151,R33_S21,127.0,169.25,211.6
292,2825,R34,S12,158,R34_S12,296.25,127.0,322.3245
292,2825,R41,S11,166,R41_S11,-127.01,253.99,283.9762
292,2825,R42,S01,172,R42_S01,-0.01,211.74,211.74
292,2825,R43,S02,182,R43_S02,169.24,211.74,271.0646
293,2841,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
293,2841,R02,S22,17,R02_S22,42.24,-211.76,215.9317
293,2841,R03,S00,18,R03_S00,84.74,-296.26,308.141
293,2841,R10,S00,27,R10_S00,-296.26,-169.26,341.2022
293,2841,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
293,2841,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
293,2841,R13,S02,56,R13_S02,169.25,-169.25,239.3556
293,2841,R14,S00,63,R14_S00,211.75,-169.25,271.0786
293,2841,R20,S22,80,R20_S22,-211.76,42.24,215.9317
293,2841,R21,S21,88,R21_S21,-127.0,42.25,133.8434
293,2841,R22,S11,94,R22_S11,0.0,0.0,0.0
293,2841,R23,S10,102,R23_S10,84.75,0.0,84.75
293,2841,R24,S21,115,R24_S21,254.0,42.25,257.4899
293,2841,R30,S12,122,R30_S12,-211.75,127.0,246.9151
293,2841,R31,S10,129,R31_S10,-169.25,127.0,211.6
293,2841,R32,S00,135,R32_S00,-42.25,84.75,94.6975
293,2841,R33,S01,145,R33_S01,127.0,84.75,152.6812
293,2841,R34,S10,156,R34_S10,211.75,127.0,246.9151
293,2841,R41,S21,169,R41_S21,-127.01,296.24,322.3192
293,2841,R42,S10,174,R42_S10,-42.26,253.99,257.4817
293,2841,R43,S11,184,R43_S11,126.99,253.99,283.9672
294,2860,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
294,2860,R02,S10,12,R02_S10,-42.26,-254.01,257.5014
294,2860,R03,S22,26,R03_S22,169.24,-211.76,271.0802
294,2860,R10,S21,34,R10_S21,-254.01,-84.76,267.7785
294,2860,R11,S00,36,R11_S00,-169.25,-169.25,239.3556
294,2860,R12,S02,47,R12_S02,42.25,-169.25,174.4438
294,2860,R13,S21,61,R13_S21,127.0,-84.75,152.6812
294,2860,R14,S00,63,R14_S00,211.75,-169.25,271.0786
294,2860,R20,S10,75,R20_S10,-296.26,-0.01,296.26
294,2860,R21,S21,88,R21_S21,-127.0,42.25,133.8434
294,2860,R22,S21,97,R22_S21,0.0,42.25,42.25
294,2860,R23,S12,104,R23_S12,169.25,0.0,169.25
294,2860,R24,S20,114,R24_S20,211.75,42.25,215.9239
294,2860,R30,S20,123,R30_S20,-296.25,169.25,341.1885
294,2860,R31,S02,128,R31_S02,-84.75,84.75,119.8546
294,2860,R32,S21,142,R32_S21,0.0,169.25,169.25
294,2860,R33,S00,144,R33_S00,84.75,84.75,119.8546
294,2860,R34,S00,153,R34_S00,211.75,84.75,228.0803
294,2860,R41,S02,164,R41_S02,-84.76,211.74,228.0747
294,2860,R42,S22,179,R42_S22,42.24,296.24,299.2363
294,2860,R43,S22,188,R43_S22,169.24,296.24,341.1749
295,2866,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
295,2866,R02,S22,17,R02_S22,42.24,-211.76,215.9317
295,2866,R03,S02,20,R03_S02,169.24,-296.26,341.1923
295,2866,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
295,2866,R11,S20,42,R11_S20,-169.25,-84.75,189.2832
295,2866,R12,S02,47,R12_S02,42.25,-169.25,174.4438
295,2866,R13,S10,57,R13_S10,84.75,-127.0,152.6812
295,2866,R14,S12,68,R14_S12,296.25,-127.0,322.3245
295,2866,R20,S20,78,R20_S20,-296.26,42.24,299.2561
295,2866,R21,S11,85,R21_S11,-127.0,0.0,127.0
295,2866,R22,S00,90,R22_S00,-42.25,-42.25,59.7505
295,2866,R23,S01,100,R23_S01,127.0,-42.25,133.8434
295,2866,R24,S01,109,R24_S01,254.0,-42.25,257.4899
295,2866,R30,S10,120,R30_S10,-296.25,127.0,322.3245
295,2866,R31,S22,134,R31_S22,-84.75,169.25,189.2832
295,2866,R32,S01,136,R32_S01,0.0,84.75,84.75
295,2866,R33,S02,146,R33_S02,169.25,84.75,189.2832
295,2866,R34,S01,154,R34_S01,254.0,84.75,267.7659
295,2866,R41,S20,168,R41_S20,-169.26,296.24,341.1848
295,2866,R42,S22,179,R42_S22,42.24,296.24,299.2363
295,2866,R43,S10,183,R43_S10,84.74,253.99,267.7532
296,2867,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
296,2867,R02,S01,10,R02_S01,-0.01,-296.26,296.26
296,2867,R03,S12,23,R03_S12,169.24,-254.01,305.2266
296,2867,R10,S22,35,R10_S22,-211.76,-84.76,228.0933
296,2867,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
296,2867,R12,S02,47,R12_S02,42.25,-169.25,174.4438
296,2867,R13,S21,61,R13_S21,127.0,-84.75,152.6812
296,2867,R14,S11,67,R14_S11,254.0,-127.0,283.9806
296,2867,R20,S21,79,R20_S21,-254.01,42.24,257.4982
296,2867,R21,S20,87,R21_S20,-169.25,42.25,174.4438
296,2867,R22,S20,96,R22_S20,-42.25,42.25,59.7505
296,2867,R23,S20,105,R23_S20,84.75,42.25,94.6975
296,2867,R24,S12,113,R24_S12,296.25,0.0,296.25
296,2867,R30,S12,122,R30_S12,-211.75,127.0,246.9151
296,2867,R31,S11,130,R31_S11,-127.0,127.0,179.6051
296,2867,R32,S00,135,R32_S00,-42.25,84.75,94.6975
296,2867,R33,S02,146,R33_S02,169.25,84.75,189.2832
296,2867,R34,S11,157,R34_S11,254.0,127.0,283.9806
296,2867,R41,S01,163,R41_S01,-127.01,211.74,246.9117
296,2867,R42,S11,175,R42_S11,-0.01,253.99,253.99
296,2867,R43,S00,180,R43_S00,84.74,211.74,228.0673
297,2873,R01,S20,6,R01_S20,-169.26,-211.76,271.0927
297,2873,R02,S22,17,R02_S22,42.24,-211.76,215.9317
297,2873,R03,S02,20,R03_S02,169.24,-296.26,341.1923
297,2873,R10,S12,32,R10_S12,-211.76,-127.01,246.9288
297,2873,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
297,2873,R12,S20,51,R12_S20,-42.25,-84.75,94.6975
297,2873,R13,S22,62,R13_S22,169.25,-84.75,189.2832
297,2873,R14,S11,67,R14_S11,254.0,-127.0,283.9806
297,2873,R20,S11,76,R20_S11,-254.01,-0.01,254.01
297,2873,R21,S12,86,R21_S12,-84.75,0.0,84.75
297,2873,R22,S00,90,R22_S00,-42.25,-42.25,59.7505
297,2873,R23,S20,105,R23_S20,84.75,42.25,94.6975
297,2873,R24,S01,109,R24_S01,254.0,-42.25,257.4899
297,2873,R30,S02,119,R30_S02,-211.75,84.75,228.0803
297,2873,R31,S11,130,R31_S11,-127.0,127.0,179.6051
297,2873,R32,S11,139,R32_S11,0.0,127.0,127.0
297,2873,R33,S20,150,R33_S20,84.75,169.25,189.2832
297,2873,R34,S22,161,R34_S22,296.25,169.25,341.1885
297,2873,R41,S12,167,R41_S12,-84.76,253.99,267.7596
297,2873,R42,S21,178,R42_S21,-0.01,296.24,296.24
297,2873,R43,S12,185,R43_S12,169.24,253.99,305.2099
298,2880,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
298,2880,R02,S01,10,R02_S01,-0.01,-296.26,296.26
298,2880,R03,S20,24,R03_S20,84.74,-211.76,228.0859
298,2880,R10,S21,34,R10_S21,-254.01,-84.76,267.7785
298,2880,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
298,2880,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
298,2880,R13,S01,55,R13_S01,127.0,-169.25,211.6
298,2880,R14,S22,71,R14_S22,296.25,-84.75,308.1341
298,2880,R20,S01,73,R20_S01,-254.01,-42.26,257.5014
298,2880,R21,S11,85,R21_S11,-127.0,0.0,127.0
298,2880,R22,S11,94,R22_S11,0.0,0.0,0.0
298,2880,R23,S02,101,R23_S02,169.25,-42.25,174.4438
298,2880,R24,S00,108,R24_S00,211.75,-42.25,215.9239
298,2880,R30,S20,123,R30_S20,-296.25,169.25,341.1885
298,2880,R31,S10,129,R31_S10,-169.25,127.0,211.6
298,2880,R32,S22,143,R32_S22,42.25,169.25,174.4438
298,2880,R33,S11,148,R33_S11,127.0,127.0,179.6051
298,2880,R34,S01,154,R34_S01,254.0,84.75,267.7659
298,2880,R41,S12,167,R41_S12,-84.76,253.99,267.7596
298,2880,R42,S21,178,R42_S21,-0.01,296.24,296.24
298,2880,R43,S12,185,R43_S12,169.24,253.99,305.2099
299,2908,R01,S20,6,R01_S20,-169.26,-211.76,271.0927
299,2908,R02,S02,11,R02_S02,42.24,-296.26,299.2561
299,2908,R03,S12,23,R03_S12,169.24,-254.01,305.2266
299,2908,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
299,2908,R11,S21,43,R11_S21,-127.0,-84.75,152.6812
299,2908,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
299,2908,R13,S10,57,R13_S10,84.75,-127.0,152.6812
299,2908,R14,S22,71,R14_S22,296.25,-84.75,308.1341
299,2908,R20,S12,77,R20_S12,-211.76,-0.01,211.76
299,2908,R21,S20,87,R21_S20,-169.25,42.25,174.4438
299,2908,R22,S02,92,R22_S02,42.25,-42.25,59.7505
299,2908,R23,S21,106,R23_S21,127.0,42.25,133.8434
299,2908,R24,S10,111,R24_S10,211.75,0.0,211.75
299,2908,R30,S10,120,R30_S10,-296.25,127.0,322.3245
299,2908,R31,S12,131,R31_S12,-84.75,127.0,152.6812
299,2908,R32,S21,142,R32_S21,0.0,169.25,169.25
299,2908,R33,S20,150,R33_S20,84.75,169.25,189.2832
299,2908,R34,S10,156,R34_S10,211.75,127.0,246.9151
299,2908,R41,S10,165,R41_S10,-169.26,253.99,305.221
299,2908,R42,S22,179,R42_S22,42.24,296.24,299.2363
299,2908,R43,S02,182,R43_S02,169.24,211.74,271.0646
300,2910,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
300,2910,R02,S00,9,R02_S00,-42.26,-296.26,299.2589
