SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
5470,5470,i,51.459366,180.799349,-29.923275,0.531712,63629.380458,1.034901,75.426607,266.268715,14.573393,"[0.0889889395616697,-0.0307536730492007,-0.1459048005256747,0.2852228980827135,0.043198940675205,0.1444944636238889,-0.1846219709888314,-0.1428704397618995,0.1671897385473462,0.0169327929148221,-0.3131957048013908,-0.1000229211301329,0.2874717463257062,0.0456966976271024,0.0276260391887129,0.314145499549544,-0.1298521512037769,0.1274172646354863,0.0340417920166556,-0.1408875148307732,0.1006119079124381,-0.138335967188448,-0.043838921592543,0.0519192004166765,0.114514692102417,0.0643731105740647,0.0414160300628837,0.0223138411880405,-0.0133198481300834,0.0289790530940286,0.1903800385150273,0.2548716345763669,0.0435361117611079,-0.0413090465887714,0.0788068019294959,0.2086336457539674,0.154080571813834,0.1364390616131059,-0.1895295983095151,0.1368976473827125,0.2040565984288963,-0.0850032337864169,-0.0769563826079264,-0.009936438512989,-0.0955282564774097,0.0071343297856482,0.0441093194847251,-0.1055716547618139,-0.0331705816570834,-0.0583584892792252]"
5471,5471,i,41.5028,98.180837,-59.271681,0.645924,61121.041539,1.203081,56.23658,203.280299,33.76342,"[0.0178827942202058,0.0251625793403802,0.052052878681872,-0.0021307295511308,-0.0160352396980195,-0.020761315975556,0.0090529730082044,-0.0075178662222449,-0.0010534899803403,-0.0101721646273273,-0.0681695721782561,-0.0205380859068962,0.2062130764792299,-0.0409503774930443,0.053098028661494,0.0169021900090727,-0.0353906081245793,-0.0109756314776183,-0.0157849782783993,-0.0187397205762338,-0.0039956447434316,-0.0039360246102269,-0.0014815889731259,0.0001324452005903,0.0136909996268491,0.0638596325679166,0.0578990553971607,-0.0010970274097008,0.0142034031222692,0.0002830093270908,-0.0066809366497758,-0.0258750142070586,-0.0644005976750433,0.0085843808462952,-0.1876558682352342,0.0447537700413806,-0.0327963991593288,-0.0500411249612863,-0.016234266343627,0.0578491549184711,0.0340433995655217,-0.0113274868699205,0.0006528938578431,-5.121372369383702e-05,0.0132381887224101,-0.0099780316576691,-0.0005260043806156,-0.0280826666992627,-0.0724698379078108,-0.1145691558396093]"
5472,5472,y,17.253364,355.048638,-18.781191,0.984631,63874.200657,1.072273,69.051775,299.38018,20.948225,"[0.121478852335517,0.091639434405248,0.0721427566549696,-0.1796967499466737,-0.1826873961280671,-0.0318066486885989,0.1181342616978933,-0.1028525188495373,-0.069925192496944,0.0745801652653874,-0.003787658454497,0.1190982348912752,-0.0884318721931753,-7.09707194183517e-05,0.0426053946859055,0.1784624174811523,0.2800478405465614,0.1299968684707923,-0.0398523777871901,-0.0524026294007355,0.3288519029759214,0.1380132904800584,-0.1330345770229309,0.127304168389724,0.2860171090423259,-0.0033044770825904,0.1113713431286528,0.0218220980664756,0.0758370467553212,0.1496448367180504,0.0081007222351158,-0.1085419605272159,0.1138411001311937,-0.0850452317858168,-0.1081823124267927,-0.0356751468318453,-0.1544974409140857,0.0382181786567709,-0.0139365344196633,0.1857548463293518,-0.0474426643712867,-0.2609686788137428,-0.0527514057188974,-0.0056196226764537,-0.0940738173430637,-0.0198398807729519,-0.1494492295767095,-0.0496346162181921,0.0379509557404674,0.031703083961813]"
5473,5473,i,-38.531012,327.434231,-10.77957,1.690582,63814.1928,1.093018,65.827583,38.928763,24.172417,"[0.1569561058070031,-0.1110395914083323,-0.1575062472907172,-0.2450698123113547,0.1909983818451198,0.0997190138991083,-0.2402294600732747,0.0386807509581713,-0.0924588436637759,-0.0774271815600577,-0.199413391011436,-0.2044858468604988,0.5276729813708282,-0.181177365018305,0.1527530936407777,0.1535570802708099,-0.2043608967375167,-0.3738517618467052,0.1919320124672323,-0.0985388560295531,0.1170134949179354,0.3458783179652496,0.0459761545245419,-0.1425364329320932,0.1714003493353955,0.1917422705247636,-0.1103101798004801,-0.0144569150774236,0.0520311014718587,0.3670114612814179,-0.1665287863575247,-0.3479499109556553,0.105379287185793,0.0959489487133765,-0.231413369816284,0.0866949212851865,-0.1948270908524884,0.2104127024713265,0.2098242517108094,0.033134966796933,0.0062800211135927,0.1438423384788359,0.0476570756416616,0.1293216257591705,-0.1301358054986767,0.0296501868185239,-0.1280781338658015,-0.1585271856603798,-0.008770390969223,-0.0080215366273244]"
5474,5474,y,-62.945654,199.017759,-47.128521,0.819057,62223.231791,1.045065,72.950793,178.060993,17.049207,"[-0.0577282542448023,-0.094979432004838,0.0877545751834005,0.014471607664951,0.2241996153156958,0.1126340663611809,-0.0742908240930648,0.0085579697875733,-0.1086173108996629,0.0316318839975741,-0.1645622244445358,-0.1281232805150018,0.4525056327379757,0.0476907021553602,-0.0714847582177198,0.0874812847289577,0.0343824345386261,-0.1660817019375386,0.152028270355894,-0.1488068040152859,-0.3343070137068885,0.0433933796145917,0.2991478900325161,-0.2693000326925033,-0.1590815542707005,-0.1512394494571813,-0.0146502214728067,0.0755870590074809,-0.0032907064399638,-0.0143995213880959,0.0116835559909773,0.0004369243843389,-0.1344092902202262,0.0817857657229179,-0.5297550236962093,0.006502595911129,-0.2529347460217999,0.2289524402614066,0.0210750543341511,-0.0466076146620112,0.1699931388650812,0.4192033769731327,0.2446463612086389,-0.0458304119417759,0.0059999160722926,0.0996892109864132,0.0269615727391394,-0.3595152441710907,-0.0613161226601365,-0.0663481106392687]"
5475,5475,i,-75.861429,311.385166,-13.714111,1.503243,63140.995698,1.069632,69.151117,39.975753,20.848883,"[-0.0315364716285546,0.0106108288165797,-0.0021396834246692,-0.0135041850452629,-0.0061124271302988,-0.0177241091090579,0.0104053762799298,-0.0164369530222433,-0.0085438461332811,0.0118986241806465,0.1374372100035566,0.1597370786550711,0.1905119350269007,-0.034434487066024,-0.0002020824559432,0.0258847726107694,0.0263395754384246,-0.0699208425186051,-0.0029078221610881,-0.0370997834263453,-0.01829124997386,-0.0436940958395399,0.0301926441734134,-0.0254320259565541,-0.0010590066748926,0.0525018838368818,0.0594094376876587,0.0059874799681469,-0.0103178486147488,-0.0162016679543036,0.1374263436416634,0.0294386418266089,0.0129316954092056,-0.0112107486333997,-0.12752433457322,0.0316195136036573,-0.0458247689891823,-0.0087727856171675,-0.032679195583029,0.0541327743773347,0.0277306583833033,-0.0026770058844554,0.0013448202809479,-0.0016953678054476,-0.0199079232802197,0.003076970883727,0.0117018026966146,-0.0033755675119847,-0.1059768377957001,-0.0889787145792463]"
5476,5476,i,-44.201016,267.03267,-38.835796,0.581743,62252.410272,1.077688,68.466322,239.980257,21.533678,"[-0.0379387697083987,0.0334803866220269,-0.0661964338794413,-0.0216182887940342,-0.0618755765482816,0.0054006990375309,0.029532444938949,-0.0424060388143145,0.0719899057323505,0.0718541879824051,-0.0213887136367417,-0.0116033692285613,-0.0104389985877358,0.0464596251512774,0.0181430318852806,0.028559221702963,-0.0448254147105299,0.0653047780873234,-0.0899567371070876,0.0235814721437009,-0.0257401719682895,-0.0104773049060003,-0.0680911986727396,0.0473779367568604,0.1101737229617609,0.0579916229815639,0.0735463626979216,0.0220054057367461,0.0052734351207005,-0.0002983354444094,-0.0010510489895487,-0.0193256644506758,-0.0056367240808615,0.0136850192300612,0.0462848939240896,-0.012786761854492,-0.0040865773014846,-0.0367633994072954,-0.0612746183300399,0.0282387496807274,-0.011181459341167,-0.0763177801961768,-0.0772666595623713,-0.0246831344888335,-0.0281438838327204,-0.0168110918718926,-0.0192713536700828,-0.0386300123990902,-0.0125928408395263,-0.0128448465152498]"
5477,5477,z,33.556219,51.737345,-3.354354,0.795216,63943.242829,1.595355,39.088115,292.89997,50.911885,"[-0.0013941191886983,-0.0018424229239259,0.021867153731713,-0.0062584334436447,-0.0316664467403015,-0.0052450935386787,-0.0333572101860272,0.0075118441718869,-0.0239877435131998,-0.0191819258778419,0.0220693833777749,0.0382450614310804,0.1338371787726109,-0.0410365116030811,-0.0169187257761304,0.044052352853352,-0.0243139316356529,0.0403591169571919,0.0508297723385279,-0.0634526736955884,-0.0266706931585839,0.0451639132533486,0.0524146363675809,-0.012087737664133,-0.0338382892574782,0.0730147405233313,0.049721950143171,-0.0380509477787257,0.0042725388994077,-0.0341693410043951,0.0345596598006697,0.0313088063067774,0.0301877588549125,-0.056843001916992,-0.1242317843963681,-0.022805619934545,-0.1046142394092939,-0.0473334606352912,0.0135835364900228,-0.0144831348192205,0.0856390383561162,-0.0117995315067431,0.0249896207718067,-0.0365583871331681,0.0251607845138439,0.0165977955570831,-0.0057495649719032,-0.1304378941951224,-0.0370944509542835,-0.0618530917020185]"
5478,5478,i,-41.120517,155.657936,-29.635976,0.818498,61688.383224,1.963085,30.449583,108.915308,59.550417,"[0.0798709756700585,-0.1756563260593509,-0.2972760524065148,0.1126690578879197,-0.2179005394543353,-0.0187832984834241,-0.2067008504030804,-0.2570240401592897,0.1484006111639082,0.0437182068683309,-0.2395816467933021,-0.1675470831085853,0.1552871606954953,0.1398511039741536,0.0168870978563466,0.1504941049530498,-0.0384179746946941,0.1636304760078497,0.0159859761698128,-0.132044803038517,0.2376912849488946,-0.0940235815399094,-0.0930177133039304,-0.0362556906322986,0.0563198278632946,-0.0872491075027567,0.1951347850730205,0.0447398668300626,-0.0805170208771675,0.0550579710010045,0.3005783881043643,0.0648123897985361,0.1125496938928408,-0.1811660379329124,-0.0406633698428431,0.2075996320077131,-0.0014399139997593,0.147520804450481,-0.1800963624409506,0.3021574832484777,0.0732670765339607,0.0212069451104203,-0.2147249740945599,-0.1443240730564246,-0.0865317805063225,0.0270297236178176,0.0853390665694323,-0.0468639779418113,-0.057754372785227,-0.0466120987938493]"
5479,5479,z,41.125845,53.160902,25.543272,0.777169,63940.233194,2.534894,23.428201,322.979044,66.571799,"[0.0289033863797271,-0.0015750896670817,0.1439806903480024,-0.0589690133365399,0.0066195609251622,0.014048181479613,-0.0084388975526831,0.1048644716029583,-0.0090120518431801,0.0359868486511078,-0.3384923255786864,0.2213934389815508,0.330945852918794,0.0824265504568688,-0.0449773672055477,-0.2281376055580375,0.194061007805587,-0.1194574795889488,-0.0078532654919747,0.1437046865141576,-0.0644268437982703,0.0621155551709959,0.0271390454342917,-0.181151955926648,-0.0303007152438113,0.0885214948130159,-0.0375031758186001,-0.045039692751757,0.041697309886497,0.1370459474531932,-0.0316129180199651,-0.3628590811255483,-0.0317828400048998,0.0381683067019402,-0.6803815726235708,-0.0149907825750814,-0.0282842188159435,0.2259317713999691,0.0140365004732719,-0.0584770683949544,-0.0355135056710517,0.3149315035211771,0.0194247529014316,0.073745988628715,0.0784675510886419,0.0779365375840187,-0.0416592150299994,0.0127502789371328,0.1010564672170024,-0.0062085946729968]"
5480,5480,u,-28.750023,70.243275,-5.399619,0.93465,63243.078699,1.102371,65.03753,4.547029,24.96247,"[0.1948582503106852,0.1238434628153423,0.2775946185741525,-0.1268110440290649,0.1375875698793755,0.1397964283033158,-0.1020053883143081,0.2085845586541337,-0.1788055792854178,0.0690294876659918,0.0564751784731977,0.1455523594326447,-0.0990749805751872,-0.0694016294012163,0.1793794672814291,-0.1299579447756408,0.0230215727210687,-0.1746397568202844,0.0115781346000662,-0.082550828948822,-0.1873241726291981,0.2868882288575933,0.1177428877600408,-0.0781253566814216,-0.0482452906457466,0.0785390560419818,-0.0759315791481388,-0.0851592268331115,0.0859215747126563,0.2446935437182633,-0.2754122226142155,-0.1943801839223156,0.0767686242439779,0.0061092377463235,0.1551382156761589,-0.075558506151272,-0.0361860967343351,0.0755275788907578,0.1076008253598702,-0.1449928115852668,0.1758070684504673,0.1476404563648885,0.1635364241848315,0.059217417845292,0.0921658573325837,0.0408709083312613,-0.1273330834242947,-0.0076757913109704,0.2017505073974181,-0.0127636192082303]"
5481,5481,r,38.971105,354.564709,-71.277083,0.652658,61274.367593,1.435742,44.35255,195.906533,45.64745,"[0.1844993567303283,0.017151884915118,-0.2163984603511762,0.1056324932091754,-0.3216976817870915,-0.0630579503440891,-0.0762167524710176,-0.2540403614222257,0.0656168710596661,0.1281847026300162,0.1836705761694175,-0.0549795961957372,-0.0082182409544259,0.3182815458415799,0.1020589475675068,-0.5022376679000553,-0.2286477226658354,0.1434897886274576,-0.2736612025110964,0.0748747344678663,-0.1367417223217429,0.269523528525492,0.0497169720979046,0.1923424383628354,-0.1131741328446132,0.1473498577830725,0.0939705301268705,-0.1058640541951693,0.039551561935682,-0.1274551708951921,0.1647458824205649,-0.2700440486035145,0.178090675453561,-0.4130771858008942,0.1235708996985815,0.3224041393417734,-0.2020310801859727,-0.2774075273939177,-0.0155386169943981,-0.2048649398907762,0.0236317653014924,-0.2287475074635978,0.1435820965320267,-0.0762345012710814,0.1612085730089211,-0.003937647864966,-0.0534083232976309,0.0004170383290677,-0.0565104833514491,-0.1413307819276587]"
5482,5482,y,-27.770096,175.778718,-39.401374,0.902119,62961.200049,1.050685,72.319229,233.183208,17.680771,"[0.1556379289824161,-0.1222461756476368,-0.0004136094769791,0.2054012895196329,0.3953051611010668,0.1220744060486755,-0.1484549435217037,0.0494383110501223,-0.0747519503099878,0.0676115157780533,-0.1427335213741317,-0.1507581719344808,-0.0108283320539083,-0.0559974845781706,-0.1259820853097724,0.0036740366574463,-0.1516989192739976,-0.2526366409961695,0.0797257090005829,-0.0702481636101647,-0.2161969913458855,0.4430635009600559,0.145639769254045,-0.072366847282989,0.0823223641642168,0.151252322698462,-0.1407159938590281,0.0874846723001064,0.0831402263694009,0.2756890634327605,-0.3301161283603838,0.1434714699183352,-0.1274394808852048,0.1775326071054146,-0.0023794337644622,0.117497137370226,0.0803210703439509,0.2682973286244222,0.0947925831226426,-0.1669391446346257,0.1265860221464798,0.1314743418563005,0.22144326496652,0.1432824631360105,-0.1083567139820953,0.0408263857773171,-0.1470631749095207,0.0398431453386577,0.1168222868801099,0.0220208371129521]"
5483,5483,r,-60.706206,82.356575,-5.711684,0.984631,64259.338298,1.099575,65.427642,357.467395,24.572358,"[-0.3736765234076628,-0.0110272558673264,-0.100786046669092,0.2115198901167618,-0.0229976606107232,-0.107498683212035,-0.1345038079228981,-0.2879374156286913,0.2909048316879249,0.0779697171779092,0.0998824891678217,-0.3131355930819641,0.0775211279756446,0.1002783194034368,0.1815563754893515,0.280025499502302,0.1421644871324092,0.1850662548795571,0.2073755206531255,0.3023868648506668,0.3474657279915826,-0.4513468100621879,-0.0912346092827525,-0.1145390502923044,0.0229902404919788,0.2497462618100414,-0.0160839242752949,0.0500564811343432,-0.0012595214751369,-0.3116794691806804,0.2666819680597198,-0.0090230517381907,0.2429749747582927,-0.0181294523058924,-0.0179016964112807,0.2062015543020798,0.0596231133625122,0.248740695924853,-0.207549799853038,0.1138684303930795,-0.2022441946250273,0.1756147535227276,-0.1949267679223509,0.1174157747404224,-0.1165233420331758,-0.0086793853104133,-0.0156374294946768,-0.0630944018488894,-0.1227731498223795,-0.0838599488601646]"
5484,5484,z,23.298243,317.546689,3.095461,0.838351,60900.243649,1.288019,51.000301,325.332695,38.999699,"[-0.0163235707647847,0.0238630886622838,-0.0330481571962339,-0.0066306295275358,-0.03827124954816,0.0108143023233809,0.0122526376393773,-0.0073459213139429,0.0272782563761274,0.0339205810461849,-0.0845138183796432,-0.0184392946764143,-0.1144172683236774,0.0543750279930733,0.0078105145031129,0.0011062438428672,0.0162319173087152,0.0220505556181316,-0.0645322974845165,-0.0013868664260974,0.0342199722844386,0.0547048818868202,0.0001317585701021,0.0118936487423989,0.008122478973511,0.048054183562362,0.0117790101808874,0.0359679128633167,0.0196547934126985,0.0346696346121222,-0.0308991592393777,0.0181677400478108,-0.0111995497894778,0.029225679653967,0.1373914295821204,0.0263640985010599,0.0846824635065312,0.031122767705407,-0.0076214411658179,-0.0345963504376283,0.0766118034644513,-0.0590448853329227,-0.0362677798158713,-0.0218996993413421,-0.0350919495158992,0.0454770906134325,-0.0271971545550209,-0.0339936933072624,0.0645467562585735,-0.011249458964358]"
5485,5485,i,-44.828834,6.573599,-31.720512,1.874966,63876.024873,1.422438,44.305508,106.07692,45.694492,"[-0.142839260523642,-0.1462111918280859,-0.1616264687646051,-0.1805750580636419,-0.1711033309913491,-0.2276328299378592,-0.1345578287164572,-0.180491226211244,0.0345561195170411,0.2120352373375537,0.1216170995506864,-0.1216050409090504,-0.1788383703352087,-0.0906544077311587,-0.0759044784254819,0.0209705518775087,0.1573348105322889,-0.0508982551076646,0.0508087065543924,0.0520114079033546,0.4473341081624425,0.2351162865204735,-0.0554694918569891,-0.0997416333922999,0.1985164087442066,-0.083636824645637,-0.0143202216331997,0.0359247278948892,-0.0519582289282479,0.1412162713753434,-0.1589168575654674,0.2859266286335112,-0.1804050069386613,0.0399159397363859,-0.2467076372006839,0.2683086286961129,-0.1213928999083092,0.119818327769772,-0.0158155763014319,0.3172877411485318,-0.2680042687759443,0.1663201622852852,-0.132252507822196,0.0703621687485634,-0.0525446940590998,0.0216420153836134,0.0253462497688943,-0.0759412507348802,-0.0116711380081329,-0.0296005104408086]"
5486,5486,r,-3.477278,304.249572,-10.637894,1.098537,61233.186532,1.109306,64.082483,44.398428,25.917517,"[-0.0196094287494515,0.0168791497608865,0.0092384666512158,-0.0147685876247984,0.0218383966537884,-0.003713146171067,0.0040532646557591,0.0007043857030199,0.0214969107387897,-0.0008529581425299,0.0050418676983998,0.0265195557773934,0.0029042549150476,-0.0439445783617462,0.0340341740276963,0.0015523582952315,-0.0182225095334859,-0.0107200611610073,-0.0007903767553009,0.0391025943089056,0.0183680590576843,0.0026416876172442,0.0304200468452189,0.0124325667328983,0.0147013361730571,-0.0034305761317186,-0.0116466787360631,-0.0305738232261831,-0.0124741746527643,-0.0025386700358932,0.0075686335757303,0.0090028985554954,-0.0505425657807651,0.0015219386487788,-0.0250096342584807,-0.0406590807659459,0.0289297302584426,0.0321760007483701,0.0026333940063284,0.0187023815882927,-0.0048923382549888,-0.0032720889851016,0.0243967145199273,0.0218237027630656,0.0353240437003116,0.0067481171402536,0.0225561635375739,0.002501384287676,-0.0256472529931128,-0.0140854765754651]"
5487,5487,z,45.320026,79.682673,-38.990509,0.90113,63961.241031,1.156241,60.086705,243.50454,29.913295,"[0.0452172005974093,-0.0706103806796955,-0.018375493584861,0.0047839388738694,0.0123653787496209,0.055649814227826,-0.0020543613223835,-0.0885889175877546,-0.043834983368046,-0.0178481921581749,-0.0891653642383592,0.0394870675454261,-0.0933037006044005,-0.0279918326718784,0.001070199769469,0.103775284527523,-0.3837821073565404,0.0479321732880669,-0.1363214714616097,0.1214465399134134,-0.0686279630285789,0.0902044011676964,0.0034028525633581,0.1066449396174885,-0.0237358905704309,0.0340413440251177,0.0694376143488759,-0.0041747278887588,0.0040505274465127,0.1359984231691598,0.100256231819066,-0.0630078192492322,0.0513108917428435,-0.0133979157571903,0.0021449881080204,-0.0135445821096984,0.0781575327260115,-0.0030570453493544,-0.0075079427728828,-0.0314278660510558,0.0216104322857338,-0.1589605632793293,0.0468718449813594,-0.0169529875202057,0.0382170839848705,0.0174438216824276,-0.0181234236540025,0.0793337291259573,-0.0010150960342392,-0.0465452662785386]"
5488,5488,r,-32.127824,64.800656,-1.188684,0.657572,64006.12528,1.875689,32.52795,290.17736,57.47205,"[0.0201361869535312,-0.0167577163594094,-0.0423481110262601,-0.022684642007042,0.0045942485111964,-0.0337026183221534,-0.0277980803216299,-0.0006655484869939,-0.0426153965915344,-0.0146725602969785,0.0086800295454161,0.0841075845459885,-0.0276296855239942,-0.000843634880587,0.0263558360864033,-0.0584777322660987,-0.1172736939508231,0.0327095148535392,0.022587407230447,0.0115784070670532,-0.0021710607453475,0.109995525741386,0.0012976697099878,-4.873292769252658e-05,-0.0308355941414546,-0.0074715520066535,0.0016367091546422,0.0209106660022534,-0.0033923216492165,0.0099835148006719,0.0405037497773365,-0.0238994209830408,-0.0122252564211345,-0.0529807596603591,0.0342016089562888,0.0625703567406108,-0.0079612770352507,-0.00243426944995,-0.0369995568321442,0.0020446634900769,0.0451485163283496,-0.0154878220858104,-0.0006128206939983,0.0208035548615651,0.0242206045290816,0.0087024787212545,0.0064371380268922,0.0077879735495076,-0.0298476996348035,-0.1133098466440505]"
5489,5489,y,-19.944669,178.581002,-12.288646,0.538823,63048.119498,2.785091,21.483496,267.744531,68.516504,"[-0.0380299210856799,-0.0045317853475305,0.104331419532097,0.0494167572299459,0.0877599939799105,-0.078508873885786,-0.14924906499994,0.1532260272244778,-0.112311765198039,-0.00352560505941,0.0199858885936009,0.2332400647959591,0.5962686482264574,-0.1352387784868522,-0.0656501157665594,-0.0646379498547908,0.0618664954476001,-0.0846055410126765,0.1440942054379102,0.044912515215493,-0.0608484211910193,-0.0179298665801171,0.1648821333687582,-0.0202649123472924,-0.2092466785850379,-0.0252644791157503,-0.0386260736989438,-0.0819517323360985,-0.0685014181756447,-0.0460886582910465,0.0162558172936389,-0.1244863666453143,-0.1302492909986442,-0.0589427846997047,-0.573857758667358,-0.085058718903094,-0.2590055118807928,0.1065303510194134,0.1325758731280835,-0.008799396489198,0.0252699558583334,0.104299460122495,0.1177821634642429,0.0841421294512237,0.045094716665261,0.078012613832557,0.1141724193672878,-0.2038100302843718,0.0279620899818556,-0.093610372188954]"
5490,5490,y,1.5415,32.926557,-1.200297,0.593168,64297.066101,1.160945,59.195642,20.50044,30.804358,"[-0.1305234131273023,0.0771226456775376,0.0448388900581503,-0.0480126146035989,0.1930392686190295,-0.243671710568043,-0.1122636309384229,0.1462942692469379,-0.1037485780000235,-0.2574433142889548,0.0582948036413162,-0.2001957790428661,-0.222756228569596,0.0514072088505079,0.0975288655042643,-0.0465478254509433,-0.1024548815901084,0.1052237625256369,0.1335638579359415,0.0097633927413838,-0.0778850989286522,-0.5315357656305133,-0.0701292952857282,-0.0879149764427817,-0.1503927094145118,-0.252524191838003,0.019717073870446,-0.0175190139708274,-0.1492147926018127,-0.0227926340865194,0.1979911105732,0.1547314733316297,0.1002366276480454,-0.0752506379673599,0.1195790417256684,-0.1217413688700014,-0.1358727452860107,0.0937225847811715,-0.1921112770728596,0.0792759673634261,0.0505093261536634,0.1063226594342217,-0.2147893405744734,-0.0110105348423709,-0.0001983124945909,0.0256642208919204,0.21971684288051,0.1414437104979919,0.0299779805664296,-0.0875431582253539]"
5491,5491,z,-69.632724,118.55968,-17.378792,0.904701,63141.373847,1.342397,47.913969,82.691784,42.086031,"[-0.0756374777529304,0.2008366637426255,-0.1023095932723096,0.2718763038863788,-0.064623944441832,-0.0382626921706641,0.0299716690035379,-0.1599890121081629,0.0585923463732767,0.3404688903550921,-0.0605740763158458,-0.1187846877785117,0.2082111292169668,-0.0309516298203011,0.1023815379532041,0.1377589786941672,-0.0326694947726324,0.26433569424887,-0.3263471257430157,-0.121038178699359,0.2515185675884585,0.0546110155293502,-0.1752669952419581,0.341943273962613,0.3224254072561733,0.0667872047880888,0.1413184408888236,0.0405328589643839,0.0518872094126745,-0.090620978755209,-0.0047239028595409,-0.0079950859915174,0.0895714752894096,0.0635102605796695,-0.2649646775312474,0.009944208437498,0.0983622511422925,-0.2327908130191772,-0.0878626164989965,0.0915360532413036,-0.0342234287300413,-0.5123754567117601,-0.0548063131013368,-0.0563711347657134,-0.1177832075411341,-0.0824478906201026,-0.068143529305482,-0.3098820796888936,-0.0412503196099459,-0.0595663131729329]"
5492,5492,u,-14.265169,191.595969,7.652867,0.66324,63740.978173,1.45662,43.290103,40.910858,46.709897,"[0.1048824749864069,0.1547686412154695,0.1046366682711586,0.0578987431014682,0.2189851426527447,0.0143197726614388,-0.265705736952959,0.2179127489837199,-0.0170757089637212,-0.1587972734820085,-0.0232305421480072,-0.0260352758149996,0.5237422699392137,0.0629735874515364,-0.0578797965580244,0.1680091876826105,0.0039869060551199,-0.1965064995135532,0.0727108276245869,0.1066699118023978,-0.3592745581062218,-0.1835106526867941,0.2335253467059297,-0.2031857268632916,-0.116783992094341,0.1799819000127461,-0.033830103383002,-0.0236376084309393,-0.0668509485852323,-0.1084112555287783,0.0161319837253412,0.0809596226671867,-0.0184168602479558,-0.0337294713125414,-0.3786734535412022,0.0266049799357201,-0.219193640476556,0.158484655309967,0.018482783080857,-0.3229924286701288,0.1021267909875082,0.371105249151248,0.1257775517835031,-0.0167086397420001,0.0822600537955485,0.0803402080169834,0.1499599399883679,-0.2859249588190494,-0.1000977630033451,-0.0478716604349424]"
5493,5493,z,55.189261,56.456637,-27.002112,0.953723,63932.257922,1.175045,58.597749,267.127728,31.402251,"[-0.1704099121655363,0.3968496289690228,0.273120272586617,-0.2546279136893657,0.2663350192260258,0.0596012064766557,0.3731604708527636,0.1909471997840583,0.3409188805711494,0.5621987138873057,0.7753311154607614,-0.6960838743624677,-0.7051491818770442,-0.0142990210961625,-0.0120397029193472,0.2286684761310768,-0.2191517999171515,-0.2628769178846539,0.002300778779483,-0.315988323030025,-0.0865390540260208,-0.005946835906773,0.0504310078178556,0.0643213600250548,-0.079898384906234,0.7037455828854696,0.1838828889589036,0.0483634687187577,-0.0459784259593226,-0.2218383071504706,-0.5972406625070781,0.3175598434112218,-0.4992649729894676,0.5295109047511434,0.7463804501358388,0.5090965469805622,-0.1891830627233846,0.229025597452429,0.3227600941421986,-0.571520263447873,0.5457429458323233,0.1449315456306724,0.0156111951867208,-0.2804946840414087,0.0310469170056868,0.0446155759621289,-0.0136882863215928,0.1822979811876381,-0.24742765125748,-0.3857002093566676]"
5494,5494,z,38.072453,110.904273,25.534822,0.706662,63294.16845,2.659681,22.425761,321.137662,67.574239,"[0.1937406738857597,-0.0160293828216156,-0.1492331464399229,-0.2486367119360253,-0.2739078382464778,-0.228320355796446,0.1019197191339321,-0.0365158051190978,-0.0944099777523431,-0.04505830408758,0.0325340291481871,0.1082353050777304,0.1681279330968706,-0.0581823789167124,0.0159294951313298,0.088703323071676,0.1831661048765205,0.3309915006466389,-0.1491474527074269,0.1132174067134087,0.2266497978159174,0.0503186010198181,-0.1817861150648305,0.1627995390283148,0.1367920743443376,-0.1156710916861738,0.0577744497139707,-0.1450615209296123,-0.0360526156595168,0.0543150906113969,0.2076417538158248,0.2091994596584362,0.0955884900555489,-0.0445646698241192,-0.1942837998277902,0.1132824467659181,-0.188188558159138,-0.1979448735212614,-0.1931647610647044,0.0739205056996977,-0.1742495875620797,-0.2956830878245918,-0.2253358422315876,-0.0021485360040615,0.1150806390085484,-0.0131977567494132,0.072286621534101,-0.2267439881255883,0.0031612620485419,-0.0340215494982551]"
5495,5495,z,-8.704082,67.703365,-18.573719,0.524022,61779.176551,1.183912,57.862292,283.707768,32.137708,"[0.090250670409624,0.1411510993009537,-0.0483825915018151,0.2201891912221918,-0.1958203221788366,0.3527338506851264,0.0571671706687784,0.2077931231945573,-0.1361626044313191,0.1122612095825076,0.0889510975009217,-0.4834005115355255,0.2275372951813043,-0.1439850451194952,0.2195002586580557,0.0308139610216515,-0.2016768496310609,0.1542221154064366,0.1245426821674635,-0.3371261928596717,-0.1914671499520814,-0.3373383886738282,0.0892373699940113,0.1713388853825296,-0.0902159188913811,0.1271591037128931,-0.0953763081700052,-0.2106880937182889,-0.0467177196449138,-0.040168528915353,-0.2779276231283148,0.1729823668830659,-0.1501060591902314,-0.1272156951325886,0.5817906735062051,-0.0061320116681337,0.1023311632188969,0.0384022923894527,-0.1478955769359209,-0.2354678390375156,0.4008259907053739,-0.131018275334037,-0.0023958804871319,0.0459668616392411,0.1593852087391842,0.0204028070982272,0.1866018973166851,-0.0559417755496214,0.1111059700187182,-0.0376856588970035]"
