SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
11484,11484,z,23.298243,317.546689,3.095461,0.838351,60900.243649,1.288019,51.000301,325.332695,38.999699,"[-0.0123777960602594,0.0325317543099328,0.0546292357256684,-0.0063674109344168,-0.0171688346755134,-0.0343407896791667,0.0251292595311496,0.0022679162551268,-0.0457818052885835,-0.049175242987384,0.0462510946234976,0.0311214517548622,-0.0937278323763961,-0.0483784736350258,0.1233113789562324,-0.0449347992386621,-0.0623785627737014,0.0275081422780263,0.0230970276187768,-0.0207598568152123,-0.0147751977901273,0.0372515786078978,-0.0414718169498228,0.0380244417380133,0.0324214220364232,0.0718707817077416,-0.0012244976137039,-0.0187321777158372,0.0176619261044832,0.0167906012359188,0.0064124905704192,-0.0093084160688867,-0.0439052160609204,-0.06194100173835,0.0110030670865457,0.0140597650827716,-0.0574078527682309,-0.0856314714890551,0.0467992674660203,0.0124631773155195,0.0321218568266998,-0.0444743595969191,0.0171946821525953,0.0337335243779789,0.0340201453380455,-0.0247548354210708,-0.0102122468190672,0.0384803720526635,0.0668623535459429,-0.0802128653137548]"
11485,11485,i,-44.828834,6.573599,-31.720512,1.874966,63876.024873,1.422438,44.305508,106.07692,45.694492,"[-0.027177520134338,-0.0237972461765933,-0.0372242372172707,-0.0034803285317611,-0.0283477714836798,0.0090150269064981,-0.0256119832756664,-0.0174906633421711,0.0026901086752546,-0.0385522523452239,0.0015099324805003,-0.0670632328710316,0.0456688086853069,0.0212792530898831,0.0311289684663694,0.0010971229100249,-0.0851608982370469,0.037237725708878,-0.0402231357430577,-0.043523822943822,-0.0178590109397103,-0.0165107217248076,-0.0318443237145077,-0.0418167554073735,0.0405292861718085,-0.0589366739932375,0.0904377461534766,-0.0283143904835667,-0.0202238816106063,-0.0780792378847893,0.0155513866871684,0.0450330295368704,-0.0571811535428539,-0.0312791859687715,-0.0649931239988312,0.1219692475958002,0.0291185211715793,0.0277897055017735,-0.0090236657656256,0.0344472895155921,0.0105630657669564,-0.0248167551387557,-0.0151635132601218,-0.0231419775311761,0.007244793604362,-0.0094153213955979,0.0058218696794792,-0.0763601882558936,-0.0428839786669139,-0.0743540150396134]"
11486,11486,r,-3.477278,304.249572,-10.637894,1.098537,61233.186532,1.109306,64.082483,44.398428,25.917517,"[0.0896445787114189,0.149083326042018,0.0528700478387274,0.0080260890698881,0.1360959475589687,0.0562809462249879,0.1099347801191391,0.0866846948457213,0.0052576675880093,0.0304330879698461,0.0466175708369851,0.0809088373912372,0.1747939764511114,-0.0028871795970521,0.0890198107905792,0.1753675234865311,0.0925142140975519,-0.001951985578675,-7.933982996001594e-05,0.0311423519563859,-0.0923989321336392,0.0385708569940236,0.0226326916547759,0.0203647998863285,-0.1457628652449582,0.1226247288208168,-0.0989877145001781,-0.1200498310680743,-0.0121458761140309,0.0649137695461576,0.1095479610111242,-0.0995469106033936,0.0186882289255567,-0.0770755879581817,-0.2912749994155695,0.0595021875958172,0.0015107867199655,-0.2088088397843647,0.1604351853540736,0.006673436285439,-0.0703685806413858,-0.0160880885978496,0.0194356307182475,0.0925776880173111,0.1643357720759814,0.0193766820023294,0.0068581253066623,-0.0720596791872785,0.0075277183612109,-0.0415132743528214]"
11487,11487,z,45.320026,79.682673,-38.990509,0.90113,63961.241031,1.156241,60.086705,243.50454,29.913295,"[-0.1332345746922413,0.0032639342108057,-0.0820208062453702,0.376261392701573,-0.2117610422489258,0.1664693197137742,0.0069932699556977,-0.0509929267347771,0.2938165111451251,-0.0963868598012208,-0.2654709476400659,-0.1152082822268386,0.3280064086917975,-1.4634716623879111e-05,-0.0126029779932724,0.1809037827178546,-0.2649678124936364,0.1510268881017018,-0.0433037632137007,-0.1492646673672282,-0.1015760344024068,-0.5949069457792838,0.0735327040597867,0.0113620587906337,-0.0065464911253054,0.1106347861129064,0.0488531140552926,0.061785506921755,-0.0618930558092975,-0.2494983079951376,0.1652096746881956,0.0749531964862598,0.0459684082087881,0.1978217383604366,0.3802906593211234,-0.1082816350033465,0.1221443197744173,0.0159792536096371,-0.214601797803894,-0.0294187273378478,0.3153841787700576,0.0469899864310129,-0.0507809816485412,-0.059712669120369,-0.1347003848506452,0.0267725540505956,0.1322609823266478,0.0358358790182889,-0.1894753580337843,-0.0851102103036051]"
11488,11488,r,-32.127824,64.800656,-1.188684,0.657572,64006.12528,1.875689,32.52795,290.17736,57.47205,"[-0.5160849096828098,0.3711507859838637,-0.7146732766297265,-0.2993757890823469,0.1051156316713307,0.2090811191138368,0.4381513324719564,-0.0814096328698519,0.5741704229523358,0.4820471261337478,0.1960345802601628,0.4067461061893864,0.4024950456760348,0.2611293363609525,0.3511808781331405,0.300638330976079,-0.4333548566426036,0.052692885464982,0.3463814512598227,-0.1319924996258044,0.2291861432527848,0.3785772946779223,-0.3964668963291043,0.1001177270201327,0.7143604247587919,0.2404756990143561,0.2427632990760339,0.1584839648023839,-0.3077106408582259,0.2983778527640821,-0.4651746698288131,0.092833536088626,0.575147563911489,-0.1921141352203346,0.3702464605422091,-0.116494507629946,0.4792470490884343,0.0616102883017601,0.0705592017140586,-0.0145597197661379,0.1975761348069628,-0.1033449004099125,-0.6832198286693036,-0.159905909759361,-0.3075138998746278,-0.0128585163057966,0.5079371995294609,0.2180746024447892,0.0521195082594704,-0.0804770788318038]"
11489,11489,y,-19.944669,178.581002,-12.288646,0.538823,63048.119498,2.785091,21.483496,267.744531,68.516504,"[0.0477167738710781,0.0111763977298305,-0.0113648608374529,-0.0377628683262894,0.0026977368352792,0.0538358828621555,0.0198852874208823,0.0040436067107159,-0.0246367806652936,0.006293932604694,-0.1304581176387731,-0.0061641327368718,-0.1746643601228421,-0.0148881144438152,0.1182562276780528,0.042429312721613,-0.0773919317925523,0.024114763974844,-0.0291259260373823,0.0319679344106648,-0.006103866215814,0.0188466788713854,-0.0568510309126585,-0.0017608712974497,0.0262335483269166,0.0958303344824748,0.0035306474325018,-0.0566269160533014,0.020932323415828,0.1312780942900502,-0.0122302861923267,-0.0273801306728204,-0.0297172188943194,-0.0266080751687833,0.0524295285804819,0.0489443755606245,-0.0137586827000659,0.0719223793019169,-0.000480858337297,0.0048226189347848,0.0620139340428458,-0.0033050661420543,-0.0170253826975228,0.0145598037654772,0.012392449675866,0.0025684075768908,-0.0198467282579097,0.0195956715625286,0.0534204427281805,-0.0259948655589797]"
11490,11490,y,1.5415,32.926557,-1.200297,0.593168,64297.066101,1.160945,59.195642,20.50044,30.804358,"[0.0514874019968278,0.1466332025161251,-0.1737882681085304,0.1840998711167634,-0.0606716470400345,0.2107034462350145,-0.0238912464886035,-0.119803617915665,0.215843347190053,0.2371446807219544,-0.1867832852600896,-0.0427732866104111,0.1635378297182575,0.0768102995735757,0.0129641206292333,0.235117184493154,-0.1357987370406756,0.0680209192376123,-0.0826980641577519,-0.1027541989604704,0.0441653288520076,-0.0027774254139306,-0.0305129589504402,0.1464925630344856,0.0707709080522504,0.1989895780937645,0.0118007740580326,-0.0235722323806602,0.0241552677136795,-0.0121920300503271,-0.109571294994413,0.1451847676675927,0.1561758894952945,-0.0950416183818781,0.1338911307047474,-0.0726174297538975,0.0751958839308823,0.0129518769505495,-0.0502017322293696,-0.3218695947992178,0.3479295349615486,-0.1772568056619282,-0.0497110705955234,-0.086497809626652,-0.001935282898207,0.0008701685259516,-0.0201922078380317,-0.0947464570313766,0.0708400877882673,-0.0396343916496819]"
11491,11491,z,-69.632724,118.55968,-17.378792,0.904701,63141.373847,1.342397,47.913969,82.691784,42.086031,"[0.0475088480282887,0.0446990907966354,-0.0561428827963795,0.2387137664210294,-0.1394354496057148,0.1268941632893353,-0.0847957952029775,-0.0757141222825771,0.0998049463776707,-0.0859771403903364,-0.3179249146623731,-0.0218449534674219,0.3179687078272959,0.1007326708569841,-0.0511014336674148,0.1964397356933754,-0.1137012644851151,0.1769072562457895,0.0599611129434315,-0.1696547089699098,-0.1197447136602103,-0.3516308737732718,-0.0097514522331157,0.178871966930829,0.0005292885461112,0.1055148420933319,0.0197158494005301,0.0025305607856121,-0.0474349411264874,-0.178072350831983,0.238518716430087,0.1842425492866467,-0.091615320069026,-0.0995605435272319,0.1116712814591315,-0.0363379413943033,0.0382687588106275,0.0932207896353362,-0.1492373676536494,-0.141272969968153,0.1940423019856312,-0.1630014331094309,-0.0836272598175156,-0.0399479082422907,-0.0093690153906098,0.0359152050233949,0.0971672186945926,-0.1285474499068729,-0.1053490142074197,-0.1137339351801199]"
11492,11492,u,-14.265169,191.595969,7.652867,0.66324,63740.978173,1.45662,43.290103,40.910858,46.709897,"[0.0708700450911726,-0.1107134777453383,-0.2691841954734483,0.1640159974550989,0.1145760516782675,0.0940554128790922,-0.0146675336246569,-0.0244494451760943,-0.055228334647139,-0.0256622135078295,-0.2031900666858382,0.3977516641838573,1.2363221530336637,0.0941561239209616,0.1839480391086279,-0.3681810629237851,-0.0656313502595498,-0.0195155566766884,-0.0968830295906494,0.0930074384763555,0.3413022584559484,-0.2449193547721047,0.0842618689750071,-0.1291085196555893,-0.3124693613849192,-0.1506687878399789,-0.3726571993940478,-0.026486696919687,0.0364425491202036,0.093804877872468,0.6923271113075612,-0.124567766237705,0.0475012773296685,0.0248152800918694,-1.4965219844128592,0.8564142280186635,-0.6548403313377746,0.0883828092370091,0.1360157058892079,0.0378280575650489,0.368447420438224,0.0671913360058692,-0.0540320528786267,0.0932842085123911,-0.0627000928332747,0.0735310032363916,-0.030070371150349,-0.2811709357129138,-0.1708983360398204,-0.3973391940363679]"
11493,11493,z,55.189261,56.456637,-27.002112,0.953723,63932.257922,1.175045,58.597749,267.127728,31.402251,"[-0.0913744672345723,-0.1576520648084225,-0.137112186946006,0.1313520245603635,0.0239195981010548,0.0744551556007793,-0.0693830439706434,-0.2178873862680309,0.219885513920468,0.0587032698333263,0.0352932053144196,-0.2655484633643111,-0.1524290321939108,0.0076841312445219,0.0323075849754747,-0.0212242441967363,-0.0654191191338179,0.1105162890089426,0.1652571859092405,0.1036413644218852,0.3795654827505005,-0.241296611847927,-0.0677984579971971,0.1295238348484071,0.1284490108341397,-0.0047296202593439,0.0602774953106475,0.0222027804471575,-0.0441239377255523,-0.1543698537775986,0.1281431382973198,-0.0291161283088594,0.1323508012152262,0.0419625702963152,-0.0938646360396113,0.1277925237502379,-0.0712188477974809,0.2459305946371085,-0.081215644423326,0.1809906646764022,-0.0676259836099878,-0.1033549504890152,-0.1431776081669614,-0.024583696477291,-0.088018853638441,0.0081622475675752,0.1133503395025718,0.0214020559788497,-0.0825421993897592,-0.1781490923451803]"
11494,11494,z,38.072453,110.904273,25.534822,0.706662,63294.16845,2.659681,22.425761,321.137662,67.574239,"[0.0563417052610105,0.0492824584892782,-0.1721659250144295,-0.1072345254995567,-0.2607796336871257,-0.1733059673162136,-0.0203490388796044,-0.2792806640984788,0.2343196244122457,0.2442493990671731,-0.0272384061406598,0.08172238782686,0.1292673372066576,0.0777272370493973,0.0325008860563751,0.1246362025910921,-0.0118751807417745,0.3863668406952456,-0.1177688730854102,-0.072772312672384,0.2686121321781447,0.1107219466949097,-0.2519712692171973,0.0932732230922291,0.2474219593746458,0.0190133261598304,0.2730913958833411,0.0827768201648586,0.0399145932338068,0.0430681784119092,0.1046657212409997,0.0439997678559015,0.1502777677990242,-0.2387776973381808,-0.3103948610731055,0.1094847009109035,0.0247667097107014,-0.0181652633818064,-0.1967489843155012,0.1493208942767363,-0.0631072337768522,-0.2120856055405544,-0.3068341580981929,-0.146469579540504,-0.1402977445946202,-0.0490751680838257,-0.0546717773608868,-0.1265822442041317,-0.0279500570325775,-0.0343092883417068]"
11495,11495,z,-8.704082,67.703365,-18.573719,0.524022,61779.176551,1.183912,57.862292,283.707768,32.137708,"[-0.0922223156481525,-0.0089104212847594,-0.0194767779703222,-0.07522963398965,-0.33937648809851,-0.1750300214107756,0.1666602077191063,0.0152765738008633,0.035730031291908,0.0416816797474048,-0.0102253124082863,-0.1036788631178566,0.0488826853773209,0.0885590029315926,-0.0677862698758451,0.0674369328697525,0.2224074026971024,0.225996788409187,-0.1751756626164488,0.0234395030433014,0.175011140440036,-0.3508566427734202,-0.1492073978722803,0.014046475681567,-0.1027618316710534,-0.178296495986545,0.0884402122718426,-0.0167765660769968,-0.1326431186162371,-0.2944520781165641,0.2306709532493163,0.0368517110413711,-0.0171068137227681,-0.2093765226221413,0.0567124854174411,-0.1127992098005578,-0.1199792377563518,-0.145452347365827,-0.1393597523860404,0.2345840032708291,-0.1527468557230788,-0.0797711317484335,-0.3129687160710351,-0.0734486949554384,-0.0063871288488321,-0.0046711747269036,0.1962598963877895,-0.1613815831536446,-0.0997083740296991,-0.0771692865632875]"
11496,11496,g,45.545123,315.38353,-59.767332,0.759854,61652.157018,1.165115,59.335109,192.759586,30.664891,"[-0.1195200036528988,-0.0116418894261054,-0.0233785978525521,-0.0550613163515403,0.1621083242648091,0.0936983606551872,-0.2482507580247363,0.048127904333012,-0.1619855911882618,-0.1018969840696558,0.0245025793027936,-0.5120942128413534,0.4260404777499404,0.1217872176878324,0.0037863072973039,0.0418603078655863,-0.0233833845996282,-0.2075587732386978,0.0732796855696349,-0.1706945079401949,-0.2802262762581106,-0.0167524623410911,0.0726331923306807,0.0076010089730057,-0.2390954956974056,-0.0290150230202416,-0.0037701918349712,-0.0388787639838408,0.0865989509013571,-0.0031582735158844,-0.2510565787646771,0.2231989401481963,-0.0351678638434653,0.1467336920301211,-0.3754371408781142,0.0276784885488545,-0.2143315176930564,-0.1501880980434904,0.0132875313534779,-0.178452469138896,0.018146567147453,0.0977972059805433,-0.0940871163167543,0.1481299688079125,-0.0235391006427431,0.0970456035190958,0.019520860617352,-0.1171902649954327,-0.2562915331055573,-0.1396970468434346]"
11497,11497,i,62.715144,118.278968,-34.388911,0.889293,62960.054147,1.059824,70.707954,251.474982,19.292046,"[0.0233175497294921,-0.0479047823626379,-0.0986154439755961,0.1100960153272603,0.0696970827525362,-0.0229268759352339,-0.1177298115442432,-0.0795071715572376,0.0215673534317705,-0.0123297387428426,-0.1007967635484927,0.2720295969027354,-0.0036985045382504,0.0806858257773012,0.0647023688978211,0.0097555818011386,0.1317956247963703,-0.0359141996553461,0.1003236244771394,0.0948881410049478,-0.1300207314868202,-0.0816528792133219,0.0559113266570438,0.0497552917558513,-0.098614367256673,0.0759563444982398,0.0255549925168856,-0.0158240836289772,-0.0950825916040193,0.0545915811490149,-0.0289497972061089,-0.0354702636717585,-0.0660372204425147,0.0642439890831549,-0.0074189296146242,0.2439617399833257,0.0590257014689428,0.0816867404091859,-0.0142716492176066,0.0090958531429831,-0.0471829308962484,-0.0283774294272811,0.024892763589276,-3.655441240164981e-05,0.0529146043598898,0.0525986353306067,0.1675007216556271,0.1416178080644063,-0.0235311123639882,-0.0383566992320154]"
11498,11498,g,18.022701,320.232274,-49.391461,0.664846,61285.059513,1.140004,61.123488,139.403954,28.876512,"[-0.1444921585158417,0.1375235754639519,-0.1217977655849126,0.2340674317821417,-0.0533281106135275,0.1265845226790141,0.1193431541800682,0.0295829621957561,0.1011879510564662,-0.1290112684639339,-0.2629637331921501,0.0666823733484128,0.3471179964922579,-0.0875877066185111,-0.0202851770526513,-0.0718678310937877,-0.0557252974961555,0.0182296457891424,-0.0285293057253091,-0.0784403135116351,-0.1393970569733542,-0.4299374943508047,-0.0015650752977077,0.0727810935919104,-0.2062145367561825,0.2222410918995274,-0.0034936573671766,-0.0829762365779646,-0.0621966235693151,-0.2496189453093859,0.1455676006857803,0.1295881437759251,-0.1315637403704591,0.0256215261529379,-0.2227237719252507,-0.1197064258069524,-0.085110347091012,-0.092195575422293,0.0855915467907718,-0.0794234978167408,0.1718868073081493,-0.0387373540026966,-0.097169841037703,-0.0430731219197958,0.1279314103681783,0.0052749696040715,0.1011950447209428,-0.0710950967475418,-0.1714565884972593,-0.123854427112145]"
11499,11499,i,35.866265,178.26963,-35.519969,0.571761,64330.310926,1.145243,60.487014,109.97415,29.512986,"[0.0304193714963523,-0.0055265108510217,0.0034887309394038,0.0281317827707226,0.0083805458728031,0.024936991817786,-0.0175355894146785,-0.007522604223156,0.0012135107985684,0.0497734928085771,-0.0743296310470269,-0.0807922102549341,-0.039259470103333,0.0155994883887804,0.0444596047449668,-0.0491049088428356,-0.061554162610066,-0.0392787868318549,-0.0267581006632113,0.0280208719723893,-0.0425429142140606,0.0844688748054148,-0.0171781777485556,-0.0183862171382619,0.0508403956147486,-0.0239125845058056,0.0096836131176509,0.0735766986474665,0.0372110993263434,0.0641525307506774,-0.0864575019778036,-0.0474627290008865,0.0353344759223894,-0.0259995365786313,0.0659811660314115,0.0576504876484383,0.0677552219799031,0.068544203329445,-0.0128758147492729,0.0135454115006433,-0.0054121093988566,0.0171322723080781,0.0244680017173794,0.0402522554136089,-0.0622533469858931,0.0009426665178118,-0.0302733000441888,-0.0016355670478092,0.0248021804639826,-0.0471628109906252]"
