ordinal,day_obs,build_used,branch,visits,pairs,first_mjd,last_mjd,mean_mjd,resid_rms_z5,corr_z5,resid_rms_z6,corr_z6,resid_rms_z7,corr_z7,resid_rms_z8,corr_z8,resid_rms_combined,corr_combined,cwfs_resid_rms_combined,cwfs_corr_combined,block_index,display_x,panel
169,20260401,False,danish,12,37056,61132.2096861365,61132.22918914886,61132.21944084761,0.05747097049964632,0.8738838592620055,0.05574206423779524,0.8674436356911526,0.0627830992995796,0.8416014223135984,0.06882019036112337,0.8099418092049356,0.06141666372952832,0.8482176816179231,0.056387410397848406,0.9055033290780149,84,2.8490196735947393,2.0
170,20260401,False,danish,12,37432,61132.23127909715,61132.25071498345,61132.240997314955,0.053111563467094856,0.8829088969929608,0.04854126341035202,0.9019680589435167,0.05455388950333855,0.8845880229684497,0.07055064476125836,0.7877584734112933,0.057294442932024764,0.8643058630790552,0.0530833202771737,0.8989031399647252,85,3.366374889796134,2.0
171,20260401,False,danish,12,37044,61132.2636504008,61132.283194561096,61132.273422836384,0.05815046100924092,0.8604201056287719,0.052854684677271384,0.8904627313865161,0.06215063611139741,0.8446328362625545,0.0698327128354078,0.7986802983483463,0.06106226977218605,0.8485489929065473,0.0701795186723307,0.8628709194234512,86,4.144587404094636,2.0
172,20260401,False,danish,12,36124,61132.285292966655,61132.30484257885,61132.295080159856,0.06291385202714807,0.8372162098944163,0.0586625584560619,0.8710555498326836,0.064581593732389,0.845788294108994,0.07410480466179363,0.7496494917643555,0.06531032243160859,0.8259273864001122,0.07289017667642265,0.860638980226949,87,4.664363167423289,2.0
173,20260401,False,danish,12,35054,61132.31308401151,61132.3327255358,61132.32293165074,0.056740769324433754,0.8753752738518992,0.05262051458813075,0.8965344035819742,0.06079403584067833,0.8577784893404886,0.07885895686786429,0.7180269145631171,0.0630537138698698,0.8369287703343697,0.06794797842954432,0.8981457243979862,88,5.332798948686104,2.0
174,20260401,False,danish,12,33777,61132.33483539865,61132.3543647822,61132.34460753994,0.054159499186498976,0.8727236132804059,0.05567886998757803,0.8760836216573658,0.060949479828986304,0.8540660489472978,0.0771705012636798,0.7260536573262082,0.06265682977923799,0.8322317353028195,0.062494433901429516,0.8961560152078374,89,5.853020289447159,2.0
175,20260401,False,danish,12,35687,61132.3738461463,61132.3935237537,61132.383666957845,0.0668965788803958,0.8389433285851245,0.06469622488180124,0.8318883291949398,0.0590145214128021,0.8676592658582839,0.07991944754609807,0.7200793529672769,0.06806354680280996,0.8146425691514063,0.06202122634571098,0.9239470514573218,90,6.79044631915167,2.0
176,20260401,False,danish,12,34323,61132.3956479811,61132.4152621267,61132.40546778979,0.07439690466137135,0.7916329870071693,0.06271364887013328,0.8313163238208823,0.0598304053458186,0.8583427510113278,0.08409781570317706,0.6774092552126726,0.07092253024901543,0.789675329263013,0.060029076183965815,0.9157074709896968,91,7.313666285772342,2.0
177,20260402,False,danish,12,27740,61133.1598395132,61133.17921876165,61133.16954092116,0.08579846171572439,0.8912670663520285,0.10747672424880324,0.9121956063236878,0.0595059665887099,0.9249947172532642,0.06519360930345089,0.8935352473234504,0.08170647012584985,0.9054981593131077,0.08919159654927075,0.8319531031022225,92,9.23156416263664,2.0
178,20260402,False,danish,12,25588,61133.1813329475,61133.2006809054,61133.190987647315,0.09465502842304725,0.8848520321216564,0.11272089934449558,0.902946682491322,0.051593506043733375,0.9340952859790866,0.07735150629824088,0.8421070261965956,0.08704987212410387,0.8910002566971652,0.09578173467293578,0.8128417809647297,93,9.746285590331535,2.0
179,20260402,False,danish,12,23744,61133.214764025,61133.2342256667,61133.22449909816,0.10234444520214506,0.8251579210672997,0.0920469640271582,0.8955355875511671,0.05377658894520801,0.9186520719240953,0.07327946639085801,0.8368618346519713,0.08247549751814563,0.8690518537986334,0.09121992086292198,0.7923920318201788,94,10.550560410704929,2.0
180,20260402,False,danish,12,32168,61133.2405421764,61133.26007900555,61133.250311103904,0.09451432746551082,0.836851276947771,0.0805213634927757,0.9107772081885691,0.0423624311084406,0.9387343290449317,0.06657803803616372,0.8474103766512998,0.07355925977257344,0.8834432977081429,0.08870915195409397,0.8098961378680736,95,11.170048548479098,2.0
181,20260402,False,danish,12,35850,61133.28268225935,61133.30226109465,61133.292494870424,0.09389587348002726,0.8469915579399612,0.07544078954335479,0.9147021329214704,0.05430213810464548,0.8938411705879077,0.07211190999135748,0.8465330460163327,0.07526054336244137,0.8755169768664179,0.08188825518194805,0.8309849935238627,96,12.182458944956306,2.0
182,20260402,False,danish,12,35159,61133.3043756301,61133.3239331794,61133.31415549262,0.08453724296753007,0.8619917940921986,0.066076595314249,0.9335278429727538,0.044062419970956085,0.9314452093817008,0.060554360528044845,0.8688493218037032,0.06542359920076928,0.8989535420625892,0.0775901364321514,0.84672266064995,97,12.702313877630512,2.0
183,20260402,False,danish,12,33582,61133.3366797756,61133.356272008,61133.34646369216,0.07098342586755252,0.8317060141184727,0.07082931009527707,0.9022354112425506,0.049208335570718145,0.9058678235113947,0.052346850623492654,0.8874284480382201,0.061678786823967886,0.8818094242276595,0.07665558125999818,0.8265073117290018,98,13.477710666705388,2.0
184,20260402,False,danish,12,32504,61133.35840555805,61133.377955263,61133.368185237494,0.06335260539464219,0.8839872122661213,0.08337189065202052,0.9188238095340152,0.042365528834829025,0.93142558418537,0.05503358097643931,0.878679811458474,0.06282507029388575,0.903229104360995,0.07962256578974237,0.85352174602026,99,13.999027754634152,2.0
185,20260402,False,danish,7,19392,61133.3926646452,61133.403313807954,61133.39798861942,0.07041777135995718,0.8458551607223048,0.07461440210429965,0.9143038621230428,0.046014582365236596,0.9211568642922803,0.060909399396530804,0.8412726708044125,0.06393994887740091,0.8806471394855101,0.08391271988513269,0.809503098945865,100,14.714308920886833,2.0
186,20260404,False,danish,12,35461,61135.09500779425,61135.1171416851,61135.10719062015,0.06807465335760657,0.7901066895612201,0.06174364629065745,0.8350647809371752,0.05250295102467109,0.8914284945781552,0.06934222531401801,0.7828872855513784,0.06326796259724024,0.8248718126569823,0.05313784407821419,0.9158870612678784,101,16.584501267271115,2.0
187,20260404,False,danish,12,33982,61135.11891344995,61135.1393734035,61135.129587683536,0.05209013173423367,0.8819848278416824,0.052247624093738086,0.8878316700081632,0.04575508011438161,0.9193626985447122,0.062036545663955764,0.8300261829563511,0.0533508584788472,0.8798013448377272,0.04927969498240524,0.9219427342562,102,17.12203078860184,2.0
188,20260404,False,danish,12,32528,61135.1833535013,61135.2028764866,61135.193109242646,0.05014081332780479,0.8933336550446215,0.06319295996145488,0.825235468265093,0.057516873657128584,0.8685969233325238,0.07082149839202563,0.7811100426901026,0.06089196732666302,0.8420690223330852,0.04798465710775859,0.9326533114997665,103,18.646548207243903,2.0
189,20260404,False,danish,12,32440,61135.20585409085,61135.225361113495,61135.21560825165,0.04782795372216252,0.9036709567912815,0.05666191903555617,0.860092299264579,0.05351622957778877,0.8870411795301895,0.06909856982693091,0.8011421044746534,0.05730769016107499,0.8629866350151758,0.044369293804882824,0.9441900035018058,104,19.186524423398076,2.0
190,20260409,False,danish,12,33659,61140.19622346875,61140.2158148099,61140.20601357246,0.09774684825649407,0.5565991998924388,0.10781892839551752,0.31848707540214904,0.0887384335144131,0.6753292427308594,0.10660169595379944,0.44533886052164634,0.10052089189225047,0.49893859463677337,0.08669381040706545,0.6342187159466998,105,21.105555596610063,2.0
191,20260409,False,danish,12,34576,61140.2236287648,61140.2433324098,61140.233469920255,0.11172047788489506,0.4319184885392942,0.12271467901063948,0.08635348183298817,0.09253749593614434,0.6526087095569215,0.11897452409345091,0.320152877642024,0.11209201929766083,0.372758389392807,0.09167175632807636,0.6150257053781201,106,21.764507943671195,2.0
192,20260409,False,danish,12,33823,61140.2511643718,61140.27083800955,61140.26099776208,0.11686913700584245,0.3533440498784909,0.13146446306386395,-0.00678973485903303,0.09752944700893934,0.6163744231882066,0.128175551688721,0.22266524379920313,0.11925001605632796,0.2963984955017169,0.11276147945708179,0.5364888132482427,107,22.425176147511227,2.0
193,20260409,False,danish,12,33937,61140.3063301976,61140.32600275015,61140.31615968787,0.12087041498692505,0.3410546202950163,0.1370757879108503,-0.13209950196220185,0.10089812316676314,0.592036223922487,0.1254235467510231,0.2447272844277299,0.12176917322199539,0.26142965667075785,0.10516044103891116,0.528274736157531,108,23.749062366457654,2.0
194,20260409,False,danish,12,33501,61140.33370388525,61140.356126403,61140.344922792596,0.10114929395344112,0.5041123726683898,0.11145424071740548,0.2680086615627692,0.08760869264794469,0.6893759305562088,0.10846284476273477,0.4496962266099917,0.10258252673174918,0.4777982978493399,0.08578601207065478,0.665641053453901,109,24.43937687985599,2.0
195,20260409,False,danish,12,33429,61140.36396950305,61140.3837222605,61140.37388120396,0.08066000760156947,0.6931924250628717,0.1018640828307548,0.4308247969805271,0.075223188074095,0.7699199891158908,0.09739332513137663,0.5619917603851114,0.08947948927186167,0.6139822428861003,0.07785019734657894,0.7213189506438424,110,25.134378752578048,2.0
196,20260409,False,danish,12,32995,61140.391252650006,61140.41088354265,61140.40106316064,0.06422712425471279,0.8224925986310864,0.10464844821792878,0.4013962323642655,0.07165678197612346,0.7891793554272221,0.09398467413739653,0.6047338683723951,0.0852118456852349,0.6544505136987422,0.07570602789938213,0.7398651545173631,111,25.786745712999252,2.0
197,20260418,False,danish,12,33819,61149.2868056206,61149.3061552189,61149.296480043784,0.08016645651731062,0.7310449352952806,0.07314965601766742,0.7579173735802096,0.0673248146236971,0.8306340924175954,0.08296488853455465,0.6817073452356038,0.07614679297204704,0.7503259366321724,0.06622425196805352,0.8954399852062362,112,27.704621037654576,2.0
200,20260418,False,danish,6,16734,61149.3801834886,61149.3994829361,61149.38984796358,0.09572887782000854,0.6392577148524939,0.0790414610002449,0.7166598493643438,0.06548240572859296,0.8389436136655442,0.09058731772706374,0.6270408833575337,0.08352481397572732,0.705475515309979,0.07842131869870016,0.840298898493977,113,29.945451112824955,2.0
201,20260418,False,danish,6,17596,61149.38215349595,61149.40142272755,61149.39178371727,0.09053751652227084,0.6357343106399674,0.08088119589081508,0.7024022349673853,0.07269610942900429,0.7949100488712559,0.09053627104523658,0.5899099843713439,0.08399456894293698,0.6807391447124882,0.08231744051247639,0.7817211232713934,114,29.991909201326777,2.0
202,20260419,False,danish,12,30540,61150.160322563344,61150.2148300658,61150.18756448341,0.13263753435278855,0.33732968467372154,0.11257820976410766,0.3069216672912508,0.10597087201347721,0.6481620383293788,0.1261468644762128,0.3021265187738669,0.11980132090815543,0.39863497726705455,0.10405331357481673,0.7317908213631462,115,32.69966526100761,2.0
203,20260419,False,danish,12,21986,61150.16226229945,61150.21677141905,61150.189502097324,0.12223836463718674,0.3861257818236855,0.11278194689799304,0.3590614487572329,0.103531036101447,0.6505839986073867,0.12312784492926783,0.2832301588052309,0.11569477837011541,0.419750346998384,0.0993215470631222,0.7270627439923734,116,32.74616799501818,2.0
204,20260420,False,danish,12,35816,61150.9704967044,61151.0238713792,61150.99717015258,0.07886143515620099,0.7457277224878676,0.05829316473939995,0.8633838049523925,0.05565369929986589,0.8811366358539575,0.07172563685834277,0.7737853136853976,0.06681900971790376,0.8160083692449038,0.07064225491675005,0.8681200104391751,117,36.24911532364203,2.0
205,20260420,False,danish,12,35434,61150.972469214656,61151.02585444445,61150.999149301206,0.07337108598768693,0.7739015068816948,0.0836271760316296,0.6644124587498664,0.07893049028770363,0.7911458225800585,0.08459893286838249,0.7140329084105848,0.08025556455717583,0.7358731741555511,0.07674679437871879,0.8043091468560389,118,36.29661489067948,2.0
206,20260423,False,danish,27,68421,61153.9755377383,61154.0539050476,61154.00903917584,0.07400804578456137,0.748421795405273,0.0669445700225079,0.8133534495887121,0.05353333651832695,0.8891091514880319,0.06006447283458404,0.8666801409772192,0.06409431587907995,0.829391134364809,0.05660064795218514,0.8829078846293614,119,39.68687223742599,2.0
208,20260430,False,danish,29,80586,61161.0135924962,61161.0796855948,61161.04278022225,0.0945320562846205,0.6383667280014897,0.08406501347492021,0.6733301512163196,0.06351404217705059,0.8399025524056514,0.07919452352807976,0.7110783795848562,0.08110031175409395,0.7156694528020792,0.08270658337427139,0.8021020354535864,120,43.280633689911326,2.0
209,20260513,False,danish,20,55803,61173.96234878035,61174.0664782052,61174.01429955108,0.06051105777749771,0.8383812862699855,0.05223605889966789,0.8891209582081251,0.04326460944400725,0.9281792961676458,0.05198263645384722,0.8895504580593465,0.052355073502375504,0.8863079996762757,0.05219153378588728,0.9092516782914077,121,47.1200639456394,2.0
210,20260513,False,danish,19,53110,61173.96434744875,61174.06849711755,61174.01507590586,0.06198769397709209,0.8302323389431383,0.0652759942086895,0.8106359670680573,0.05356503118393493,0.8879155071048881,0.07451665090336808,0.7705036363175402,0.06427552693700929,0.8248218623584059,0.060162502765163516,0.8664868037508744,122,47.1386964602745,2.0
211,20260513,False,danish,8,22544,61174.0813330188,61174.116855963104,61174.10107179792,0.0555275905475774,0.867786407773263,0.042316356311762914,0.9289054832221743,0.04748797682696613,0.9130855703181079,0.051141618837295434,0.8932641628919004,0.04935727009251314,0.9007604060513613,0.05400584322244539,0.9084952497312762,123,49.2025978697813,2.0
212,20260513,False,danish,8,18453,61174.08330009025,61174.11882942406,61174.103036541164,0.058838103225389356,0.8501389146604802,0.05032894294311163,0.8957453100000193,0.05167880230991053,0.8949018059861268,0.05360850740301994,0.8890756708221623,0.053711022060418424,0.8824654253671972,0.05565823988554683,0.886896891331216,124,49.24975170758552,2.0
215,20260709,False,danish,7,19769,61231.02873690885,61231.0589689907,61231.046590490485,0.0680027667319897,0.7910233679918582,0.06512204843628057,0.8221478703430054,0.06015517091322844,0.8541321507149423,0.06153741533715176,0.8711599859283427,0.06377843591238248,0.8346158437445371,0.06626768488139288,0.853546266489048,125,52.17220231522805,2.0
216,20260709,False,danish,6,17242,61231.0420170557,61231.0608256206,61231.05142853903,0.06586239832881442,0.8051318939913902,0.061852902796027405,0.8363727398454658,0.05505800842563008,0.8793103207871587,0.05986648694526422,0.8756130625902278,0.06078449154365461,0.8491070043035606,0.06312237610361626,0.859326491465451,126,52.28831548033048,2.0
